txid	geneid	name	chr
rna49940	gene27628	LOC113246871	NW_020656222.1
rna4867	gene2763	FER1L5	NW_020656123.1
rna49944	gene27631	LOC113246867	NW_020656222.1
rna49946	gene27635	LOC113246866	NW_020656222.1
rna49947	gene27636	LOC113246875	NW_020656222.1
rna49949	gene27638	LOC113246877	NW_020656222.1
rna4869	gene2764	LMAN2L	NW_020656123.1
rna49954	gene27640	ZC4H2	NW_020656223.1
rna49959	gene27643	ZC3H12B	NW_020656223.1
rna49962	gene27644	LAS1L	NW_020656223.1
rna49964	gene27645	MSN	NW_020656223.1
rna49969	gene27647	VSIG4	NW_020656223.1
rna49971	gene27648	HEPH	NW_020656223.1
rna4873	gene2765	CNNM4	NW_020656123.1
rna49976	gene27650	EDA2R	NW_020656223.1
rna49981	gene27655	RARRES3	NW_020656224.1
rna49985	gene27656	LGALS12	NW_020656224.1
rna49988	gene27658	HRASLS5	NW_020656224.1
rna49989	gene27659	LOC113246910	NW_020656224.1
rna4876	gene2766	CNNM3	NW_020656123.1
rna49993	gene27660	LOC113246976	NW_020656224.1
rna49995	gene27661	SLC22A8	NW_020656224.1
rna49998	gene27662	SLC22A6	NW_020656224.1
rna50000	gene27663	CHRM1	NW_020656224.1
rna50001	gene27664	SLC3A2	NW_020656224.1
rna4877	gene2767	ANKRD39	NW_020656123.1
rna50016	gene27678	WDR74	NW_020656224.1
rna50017	gene27679	STX5	NW_020656224.1
rna4880	gene2768	SEMA4C	NW_020656123.1
rna50020	gene27680	NXF1	NW_020656224.1
rna50021	gene27681	TMEM223	NW_020656224.1
rna50022	gene27682	TMEM179B	NW_020656224.1
rna50024	gene27683	TAF6L	NW_020656224.1
rna50027	gene27684	POLR2G	NW_020656224.1
rna50030	gene27687	ZBTB3	NW_020656224.1
rna50033	gene27688	TTC9C	NW_020656224.1
rna50037	gene27689	HNRNPUL2	NW_020656224.1
rna4883	gene2769	FAM178B	NW_020656123.1
rna50038	gene27690	BSCL2	NW_020656224.1
rna50042	gene27691	GNG3	NW_020656224.1
rna50044	gene27692	LRRN4CL	NW_020656224.1
rna50046	gene27693	UBXN1	NW_020656224.1
rna50047	gene27694	LOC113246920	NW_020656224.1
rna50051	gene27695	CSKMT	NW_020656224.1
rna50055	gene27697	CUNH11orf98	NW_020656224.1
rna50056	gene27698	INTS5	NW_020656224.1
rna50057	gene27699	GANAB	NW_020656224.1
rna4886	gene2770	LOC113246689	NW_020656123.1
rna50059	gene27700	B3GAT3	NW_020656224.1
rna50060	gene27701	ROM1	NW_020656224.1
rna50061	gene27702	EML3	NW_020656224.1
rna50064	gene27703	MTA2	NW_020656224.1
rna50065	gene27704	TUT1	NW_020656224.1
rna50066	gene27705	EEF1G	NW_020656224.1
rna50073	gene27706	AHNAK	NW_020656224.1
rna50079	gene27707	SCGB1A1	NW_020656224.1
rna50081	gene27709	ASRGL1	NW_020656224.1
rna4887	gene2771	ACTR1B	NW_020656123.1
rna50082	gene27710	LOC113246918	NW_020656224.1
rna50083	gene27711	SCGB2A2	NW_020656224.1
rna50084	gene27712	INCENP	NW_020656224.1
rna50089	gene27714	FTH1	NW_020656224.1
rna50090	gene27715	BEST1	NW_020656224.1
rna50095	gene27717	RAB3IL1	NW_020656224.1
rna50100	gene27718	FADS3	NW_020656224.1
rna50103	gene27719	FADS2	NW_020656224.1
rna50106	gene27721	FADS1	NW_020656224.1
rna50107	gene27722	FEN1	NW_020656224.1
rna50108	gene27723	TMEM258	NW_020656224.1
rna50112	gene27724	MYRF	NW_020656224.1
rna50114	gene27725	DAGLA	NW_020656224.1
rna50117	gene27727	SYT7	NW_020656224.1
rna50119	gene27728	LRRC10B	NW_020656224.1
rna50120	gene27729	PPP1R32	NW_020656224.1
rna4890	gene2773	CUNH2orf92	NW_020656123.1
rna50121	gene27730	SDHAF2	NW_020656224.1
rna50124	gene27731	CPSF7	NW_020656224.1
rna50131	gene27732	TMEM216	NW_020656224.1
rna50135	gene27733	TMEM138	NW_020656224.1
rna50136	gene27734	LOC113246915	NW_020656224.1
rna50144	gene27735	TKFC	NW_020656224.1
rna50145	gene27736	DDB1	NW_020656224.1
rna50146	gene27737	VWCE	NW_020656224.1
rna50148	gene27738	LOC113246975	NW_020656224.1
rna50149	gene27739	LOC113246924	NW_020656224.1
rna4893	gene2774	LOC113246717	NW_020656123.1
rna50151	gene27741	VPS37C	NW_020656224.1
rna50153	gene27742	CD5	NW_020656224.1
rna50160	gene27743	CD6	NW_020656224.1
rna50161	gene27744	SLC15A3	NW_020656224.1
rna50163	gene27745	TMEM132A	NW_020656224.1
rna50164	gene27746	TMEM109	NW_020656224.1
rna50166	gene27747	PRPF19	NW_020656224.1
rna50170	gene27748	ZP1	NW_020656224.1
rna50173	gene27750	PTGDR2	NW_020656224.1
rna50174	gene27751	CCDC86	NW_020656224.1
rna50175	gene27752	MS4A10	NW_020656224.1
rna50179	gene27753	MS4A15	NW_020656224.1
rna50180	gene27754	LOC113246943	NW_020656224.1
rna50183	gene27755	MS4A13	NW_020656224.1
rna50184	gene27756	MS4A12	NW_020656224.1
rna50185	gene27757	MS4A1	NW_020656224.1
rna50186	gene27758	MS4A5	NW_020656224.1
rna50187	gene27759	MS4A14	NW_020656224.1
rna4894	gene2776	TMEM131	NW_020656123.1
rna50188	gene27760	MS4A7	NW_020656224.1
rna50189	gene27761	MS4A4A	NW_020656224.1
rna50190	gene27762	LOC113247033	NW_020656225.1
rna50191	gene27763	THAP7	NW_020656225.1
rna50192	gene27764	LZTR1	NW_020656225.1
rna50196	gene27765	AIFM3	NW_020656225.1
rna50197	gene27766	CRKL	NW_020656225.1
rna50216	gene27768	SNAP29	NW_020656225.1
rna50217	gene27769	PI4KA	NW_020656225.1
rna4895	gene2777	VWA3B	NW_020656123.1
rna50219	gene27770	SERPIND1	NW_020656225.1
rna50220	gene27771	TMEM191C	NW_020656225.1
rna50221	gene27772	HIC2	NW_020656225.1
rna50223	gene27773	LOC113247039	NW_020656225.1
rna50224	gene27774	UBE2L3	NW_020656225.1
rna50225	gene27775	YDJC	NW_020656225.1
rna50226	gene27776	CCDC116	NW_020656225.1
rna50227	gene27777	LOC113247037	NW_020656225.1
rna50228	gene27778	SDF2L1	NW_020656225.1
rna50231	gene27779	LOC113247043	NW_020656225.1
rna4896	gene2778	CNGA3	NW_020656123.1
rna50232	gene27780	PPIL2	NW_020656225.1
rna50234	gene27781	YPEL1	NW_020656225.1
rna50236	gene27783	MAPK1	NW_020656225.1
rna50237	gene27784	PPM1F	NW_020656225.1
rna50239	gene27785	TOP3B	NW_020656225.1
rna50242	gene27786	LOC113247060	NW_020656225.1
rna50243	gene27787	ZNF70	NW_020656225.1
rna50245	gene27788	VPREB3	NW_020656225.1
rna50246	gene27789	CUNH22orf15	NW_020656225.1
rna4898	gene2779	INPP4A	NW_020656123.1
rna50250	gene27790	CHCHD10	NW_020656225.1
rna50252	gene27791	MMP11	NW_020656225.1
rna50255	gene27792	SMARCB1	NW_020656225.1
rna50258	gene27793	DERL3	NW_020656225.1
rna50262	gene27795	SLC2A11	NW_020656225.1
rna50266	gene27796	MIF	NW_020656225.1
rna50268	gene27797	LOC113247069	NW_020656225.1
rna50269	gene27798	LOC113247073	NW_020656225.1
rna50276	gene27799	LOC113247089	NW_020656225.1
rna4903	gene2780	LOC113246791	NW_020656123.1
rna50277	gene27800	LOC113247088	NW_020656225.1
rna50279	gene27801	LOC113247025	NW_020656225.1
rna50280	gene27802	LOC113247021	NW_020656225.1
rna50284	gene27803	LOC113247090	NW_020656225.1
rna50285	gene27804	CABIN1	NW_020656225.1
rna50287	gene27805	SUSD2	NW_020656225.1
rna50288	gene27806	GGT5	NW_020656225.1
rna50290	gene27807	GGT1	NW_020656225.1
rna50291	gene27808	LRRC75B	NW_020656225.1
rna4904	gene2781	UNC50	NW_020656123.1
rna50292	gene27810	SNRPD3	NW_020656225.1
rna50295	gene27811	GUCD1	NW_020656225.1
rna50297	gene27812	UPB1	NW_020656225.1
rna50298	gene27813	ADORA2A	NW_020656225.1
rna50302	gene27814	SPECC1L	NW_020656225.1
rna50304	gene27816	BCR	NW_020656225.1
rna50310	gene27819	RAB36	NW_020656225.1
rna50311	gene27820	RSPH14	NW_020656225.1
rna50313	gene27822	GNAZ	NW_020656225.1
rna50314	gene27828	LOC113247098	NW_020656226.1
rna4906	gene2783	MGAT4A	NW_020656123.1
rna50315	gene27830	PDCD2	NW_020656226.1
rna50316	gene27831	TBP	NW_020656226.1
rna50318	gene27832	PSMB1	NW_020656226.1
rna50323	gene27833	FAM120B	NW_020656226.1
rna50328	gene27835	DLL1	NW_020656226.1
rna50332	gene27837	ERMARD	NW_020656226.1
rna50349	gene27838	TCTE3	NW_020656226.1
rna50351	gene27839	PHF10	NW_020656226.1
rna4911	gene2784	KIAA1211L	NW_020656123.1
rna50352	gene27840	CUNH6orf120	NW_020656226.1
rna50354	gene27841	WDR27	NW_020656226.1
rna50360	gene27845	THBS2	NW_020656226.1
rna50363	gene27848	SMOC2	NW_020656226.1
rna50367	gene27850	DACT2	NW_020656226.1
rna50377	gene27855	FRMD1	NW_020656226.1
rna50380	gene27856	KIF25	NW_020656226.1
rna50384	gene27859	AFDN	NW_020656226.1
rna4916	gene2786	TSGA10	NW_020656123.1
rna50401	gene27863	LOC113247195	NW_020656227.1
rna50403	gene27865	LOC113247193	NW_020656227.1
rna50405	gene27866	LOC113247187	NW_020656227.1
rna50409	gene27867	MAN2B1	NW_020656227.1
rna50410	gene27868	WDR83OS	NW_020656227.1
rna50411	gene27869	WDR83	NW_020656227.1
rna50412	gene27870	DHPS	NW_020656227.1
rna50415	gene27872	GNG14	NW_020656227.1
rna50417	gene27873	FBXW9	NW_020656227.1
rna50418	gene27874	TNPO2	NW_020656227.1
rna50423	gene27877	TRIR	NW_020656227.1
rna50425	gene27878	ASNA1	NW_020656227.1
rna50426	gene27879	MAST1	NW_020656227.1
rna50427	gene27880	DNASE2	NW_020656227.1
rna50428	gene27881	KLF1	NW_020656227.1
rna50429	gene27882	GCDH	NW_020656227.1
rna50431	gene27883	SYCE2	NW_020656227.1
rna50432	gene27884	FARSA	NW_020656227.1
rna50433	gene27885	CALR	NW_020656227.1
rna50434	gene27886	RAD23A	NW_020656227.1
rna50436	gene27887	GADD45GIP1	NW_020656227.1
rna50437	gene27888	DAND5	NW_020656227.1
rna50441	gene27889	NFIX	NW_020656227.1
rna4920	gene2789	CUNH2orf15	NW_020656123.1
rna50445	gene27891	LYL1	NW_020656227.1
rna50446	gene27892	TRMT1	NW_020656227.1
rna50448	gene27893	NACC1	NW_020656227.1
rna50449	gene27894	STX10	NW_020656227.1
rna50451	gene27895	IER2	NW_020656227.1
rna50456	gene27898	CACNA1A	NW_020656227.1
rna50459	gene27899	CCDC130	NW_020656227.1
rna50463	gene27900	MRI1	NW_020656227.1
rna50465	gene27901	CUNH19orf53	NW_020656227.1
rna50466	gene27902	ZSWIM4	NW_020656227.1
rna50469	gene27904	NANOS3	NW_020656227.1
rna50472	gene27905	CUNH19orf57	NW_020656227.1
rna50473	gene27906	CC2D1A	NW_020656227.1
rna50476	gene27907	PODNL1	NW_020656227.1
rna50477	gene27908	DCAF15	NW_020656227.1
rna50478	gene27909	RFX1	NW_020656227.1
rna4923	gene2791	LIPT1	NW_020656123.1
rna50481	gene27911	RLN3	NW_020656227.1
rna50482	gene27912	IL27RA	NW_020656227.1
rna50485	gene27913	PALM3	NW_020656227.1
rna50486	gene27914	MISP3	NW_020656227.1
rna50489	gene27915	CUNH19orf67	NW_020656227.1
rna50490	gene27916	SAMD1	NW_020656227.1
rna50491	gene27917	PRKACA	NW_020656227.1
rna50492	gene27918	ASF1B	NW_020656227.1
rna50495	gene27919	ADGRL1	NW_020656227.1
rna4924	gene2792	MITD1	NW_020656123.1
rna50500	gene27922	ADGRE5	NW_020656227.1
rna50504	gene27923	DDX39A	NW_020656227.1
rna50506	gene27924	PKN1	NW_020656227.1
rna50507	gene27925	PTGER1	NW_020656227.1
rna50508	gene27926	GIPC1	NW_020656227.1
rna50509	gene27927	DNAJB1	NW_020656227.1
rna50511	gene27929	TECR	NW_020656227.1
rna4928	gene2793	MRPL30	NW_020656123.1
rna50512	gene27930	NDUFB7	NW_020656227.1
rna50517	gene27931	CLEC17A	NW_020656227.1
rna50520	gene27932	ADGRE3	NW_020656227.1
rna50529	gene27935	ZNF333	NW_020656227.1
rna50538	gene27937	ADGRE2	NW_020656227.1
rna50541	gene27938	LOC113247174	NW_020656227.1
rna50542	gene27939	LOC113247175	NW_020656227.1
rna50543	gene27941	LOC113247178	NW_020656227.1
rna50544	gene27942	LOC113247143	NW_020656227.1
rna50545	gene27944	LOC113247180	NW_020656227.1
rna50546	gene27945	LOC113247181	NW_020656227.1
rna50547	gene27946	LOC113247182	NW_020656227.1
rna50548	gene27947	LOC113247183	NW_020656227.1
rna50549	gene27948	LOC113247184	NW_020656227.1
rna50550	gene27949	LOC113247185	NW_020656227.1
rna4932	gene2795	LYG2	NW_020656123.1
rna50551	gene27950	LOC113247186	NW_020656227.1
rna50552	gene27951	LOC113247229	NW_020656228.1
rna50553	gene27952	LOC113247234	NW_020656228.1
rna50554	gene27953	TMSB15B	NW_020656228.1
rna50556	gene27954	SLC25A53	NW_020656228.1
rna50557	gene27955	FAM199X	NW_020656228.1
rna50559	gene27956	ESX1	NW_020656228.1
rna50560	gene27957	LOC113247237	NW_020656228.1
rna4934	gene2796	LYG1	NW_020656123.1
rna50564	gene27960	TEX13A	NW_020656228.1
rna50566	gene27962	LOC113247236	NW_020656228.1
rna50568	gene27963	NRK	NW_020656228.1
rna50572	gene27965	SERPINA7	NW_020656228.1
rna50576	gene27966	LOC113247248	NW_020656229.1
rna50577	gene27967	LOC113247307	NW_020656229.1
rna50578	gene27969	LOC113247256	NW_020656229.1
rna50581	gene27972	LOC113247337	NW_020656229.1
rna50582	gene27973	LOC113247338	NW_020656229.1
rna50583	gene27974	LOC113247339	NW_020656229.1
rna50584	gene27975	LOC113247249	NW_020656229.1
rna50585	gene27976	LOC113247244	NW_020656229.1
rna50587	gene27977	LOC113247264	NW_020656229.1
rna50589	gene27978	LOC113247247	NW_020656229.1
rna4935	gene2798	TXNDC9	NW_020656123.1
rna50592	gene27981	PPP2R1A	NW_020656229.1
rna50596	gene27982	LOC113247279	NW_020656229.1
rna50598	gene27984	LOC113247284	NW_020656229.1
rna50599	gene27987	ZNF350	NW_020656229.1
rna50600	gene27988	ZNF615	NW_020656229.1
rna50602	gene27989	ZNF432	NW_020656229.1
rna4937	gene2799	EIF5B	NW_020656123.1
rna50604	gene27991	ZNF613	NW_020656229.1
rna50606	gene27992	LOC113247313	NW_020656229.1
rna50611	gene27994	ZNF577	NW_020656229.1
rna50612	gene27995	LOC113247260	NW_020656229.1
rna50613	gene27996	LOC113247253	NW_020656229.1
rna50618	gene27998	FPR2	NW_020656229.1
rna50619	gene27999	HAS1	NW_020656229.1
rna4938	gene2800	REV1	NW_020656123.1
rna50620	gene28000	SPACA6	NW_020656229.1
rna50622	gene28001	LOC113247268	NW_020656229.1
rna50625	gene28002	LOC113247262	NW_020656229.1
rna50626	gene28003	LOC113247275	NW_020656229.1
rna50628	gene28004	LOC113247273	NW_020656229.1
rna50632	gene28005	ZNF175	NW_020656229.1
rna50637	gene28006	LOC113247261	NW_020656229.1
rna50644	gene28007	LOC113247305	NW_020656229.1
rna50646	gene28009	LOC113247259	NW_020656229.1
rna4948	gene2801	AFF3	NW_020656123.1
rna50649	gene28011	CUNH19orf84	NW_020656229.1
rna50650	gene28012	LIM2	NW_020656229.1
rna50652	gene28014	NKG7	NW_020656229.1
rna50653	gene28015	CLDND2	NW_020656229.1
rna50655	gene28016	ETFB	NW_020656229.1
rna50657	gene28017	VSIG10L	NW_020656229.1
rna50661	gene28018	IGLON5	NW_020656229.1
rna50662	gene28019	LOC113247293	NW_020656229.1
rna4949	gene2802	LONRF2	NW_020656123.1
rna50664	gene28020	SIGLECL1	NW_020656229.1
rna50669	gene28022	LOC113247343	NW_020656229.1
rna50670	gene28023	CD33	NW_020656229.1
rna50674	gene28024	CEACAM18	NW_020656229.1
rna50675	gene28025	LOC113247266	NW_020656229.1
rna50678	gene28028	CTU1	NW_020656229.1
rna50679	gene28029	KLK14	NW_020656229.1
rna4951	gene2803	CHST10	NW_020656123.1
rna50680	gene28030	KLK13	NW_020656229.1
rna50681	gene28031	KLK12	NW_020656229.1
rna50682	gene28032	KLK11	NW_020656229.1
rna50683	gene28033	KLK10	NW_020656229.1
rna50684	gene28034	KLK9	NW_020656229.1
rna50685	gene28035	KLK8	NW_020656229.1
rna50686	gene28036	KLK7	NW_020656229.1
rna50687	gene28037	KLK6	NW_020656229.1
rna50689	gene28038	KLK5	NW_020656229.1
rna50690	gene28039	LOC113247306	NW_020656229.1
rna50691	gene28040	KLK4	NW_020656229.1
rna50692	gene28041	LOC113247344	NW_020656229.1
rna50698	gene28043	KLK15	NW_020656229.1
rna50699	gene28044	KLK1	NW_020656229.1
rna50701	gene28045	LOC113247287	NW_020656229.1
rna50702	gene28046	LOC113247282	NW_020656229.1
rna4964	gene2805	NMS	NW_020656123.1
rna50707	gene28050	ACP4	NW_020656229.1
rna50709	gene28052	CLEC11A	NW_020656229.1
rna50710	gene28053	SHANK1	NW_020656229.1
rna50711	gene28054	CUNH19orf81	NW_020656229.1
rna50712	gene28055	SYT3	NW_020656229.1
rna50715	gene28056	LRRC4B	NW_020656229.1
rna50717	gene28057	ASPDH	NW_020656229.1
rna50721	gene28058	JOSD2	NW_020656229.1
rna50725	gene28059	EMC10	NW_020656229.1
rna4968	gene2806	PDCL3	NW_020656123.1
rna50728	gene28060	FAM71E1	NW_020656229.1
rna50729	gene28061	MYBPC2	NW_020656229.1
rna50731	gene28062	SPIB	NW_020656229.1
rna50733	gene28063	POLD1	NW_020656229.1
rna50734	gene28064	NR1H2	NW_020656229.1
rna50735	gene28065	NAPSA	NW_020656229.1
rna50737	gene28066	KCNC3	NW_020656229.1
rna50740	gene28067	MYH14	NW_020656229.1
rna50741	gene28068	IZUMO2	NW_020656229.1
rna4969	gene2807	NPAS2	NW_020656123.1
rna50742	gene28070	LOC113247252	NW_020656229.1
rna50744	gene28071	LOC113247438	NW_020656230.1
rna50746	gene28073	LOC113247379	NW_020656230.1
rna50747	gene28074	LOC113247391	NW_020656230.1
rna50748	gene28075	LOC113247442	NW_020656230.1
rna50749	gene28076	LOC113247439	NW_020656230.1
rna50750	gene28077	LOC113247409	NW_020656230.1
rna50751	gene28078	LOC113247441	NW_020656230.1
rna50752	gene28079	LOC113247440	NW_020656230.1
rna4974	gene2808	RPL31	NW_020656123.1
rna50753	gene28080	LOC113247359	NW_020656230.1
rna50754	gene28083	ZNF331	NW_020656230.1
rna50762	gene28084	LOC113247361	NW_020656230.1
rna50763	gene28086	NLRP12	NW_020656230.1
rna50769	gene28089	MYADM	NW_020656230.1
rna4979	gene2809	TBC1D8	NW_020656123.1
rna50770	gene28090	PRKCG	NW_020656230.1
rna50771	gene28091	CACNG7	NW_020656230.1
rna50776	gene28093	CACNG8	NW_020656230.1
rna50777	gene28094	CACNG6	NW_020656230.1
rna50781	gene28095	LOC113247428	NW_020656230.1
rna50783	gene28096	LOC113247411	NW_020656230.1
rna50790	gene28098	TARM1	NW_020656230.1
rna50798	gene28099	OSCAR	NW_020656230.1
rna4980	gene2810	CNOT11	NW_020656123.1
rna50799	gene28100	NDUFA3	NW_020656230.1
rna50800	gene28101	TFPT	NW_020656230.1
rna50802	gene28102	PRPF31	NW_020656230.1
rna50804	gene28103	LOC113247421	NW_020656230.1
rna50806	gene28104	CNOT3	NW_020656230.1
rna50811	gene28105	LENG1	NW_020656230.1
rna50812	gene28106	TMC4	NW_020656230.1
rna50813	gene28107	MBOAT7	NW_020656230.1
rna50818	gene28108	TSEN34	NW_020656230.1
rna50823	gene28110	LOC113247389	NW_020656230.1
rna50827	gene28111	RPS9	NW_020656230.1
rna50829	gene28113	LOC113247400	NW_020656230.1
rna50838	gene28115	LOC113247402	NW_020656230.1
rna50846	gene28116	LAIR1	NW_020656230.1
rna4982	gene2812	RNF149	NW_020656123.1
rna50855	gene28120	TTYH1	NW_020656230.1
rna50856	gene28121	LENG8	NW_020656230.1
rna50859	gene28122	LENG9	NW_020656230.1
rna50860	gene28123	CDC42EP5	NW_020656230.1
rna50862	gene28124	LOC113247397	NW_020656230.1
rna50865	gene28126	LOC113247386	NW_020656230.1
rna50871	gene28127	LOC113247388	NW_020656230.1
rna50876	gene28129	LOC113247403	NW_020656230.1
rna4983	gene2813	CREG2	NW_020656123.1
rna50877	gene28130	LOC113247364	NW_020656230.1
rna50879	gene28131	GP6	NW_020656230.1
rna50881	gene28132	RDH13	NW_020656230.1
rna50882	gene28133	EPS8L1	NW_020656230.1
rna50884	gene28134	PPP1R12C	NW_020656230.1
rna50885	gene28135	TNNT1	NW_020656230.1
rna50886	gene28136	LOC113247381	NW_020656230.1
rna50891	gene28137	SYT5	NW_020656230.1
rna50892	gene28138	PTPRH	NW_020656230.1
rna4984	gene2814	RFX8	NW_020656123.1
rna50895	gene28140	TMEM86B	NW_020656230.1
rna50896	gene28141	PPP6R1	NW_020656230.1
rna50903	gene28142	HSPBP1	NW_020656230.1
rna50906	gene28143	BRSK1	NW_020656230.1
rna50909	gene28144	TMEM150B	NW_020656230.1
rna50911	gene28146	KMT5C	NW_020656230.1
rna50912	gene28147	LOC113247436	NW_020656230.1
rna50913	gene28148	FAM71E2	NW_020656230.1
rna50914	gene28149	IL11	NW_020656230.1
rna50915	gene28150	TMEM190	NW_020656230.1
rna50916	gene28151	TMEM238	NW_020656230.1
rna50918	gene28152	RPL28	NW_020656230.1
rna50919	gene28153	UBE2S	NW_020656230.1
rna50920	gene28154	SHISA7	NW_020656230.1
rna50921	gene28155	ISOC2	NW_020656230.1
rna50924	gene28156	ZNF628	NW_020656230.1
rna50926	gene28157	NAT14	NW_020656230.1
rna50930	gene28158	SSC5D	NW_020656230.1
rna50934	gene28159	SBK2	NW_020656230.1
rna50936	gene28160	SBK3	NW_020656230.1
rna50937	gene28161	ZNF579	NW_020656230.1
rna50939	gene28162	FIZ1	NW_020656230.1
rna50940	gene28163	ZNF524	NW_020656230.1
rna50941	gene28164	ZNF865	NW_020656230.1
rna50943	gene28165	ZNF784	NW_020656230.1
rna50949	gene28166	ZNF580	NW_020656230.1
rna50950	gene28167	ZNF581	NW_020656230.1
rna50953	gene28168	CCDC106	NW_020656230.1
rna50955	gene28169	U2AF2	NW_020656230.1
rna4986	gene2817	MAP4K4	NW_020656123.1
rna50957	gene28170	EPN1	NW_020656230.1
rna50959	gene28171	RFPL4A	NW_020656230.1
rna50960	gene28172	NLRP9	NW_020656230.1
rna50964	gene28174	JMJD4	NW_020656231.1
rna50967	gene28175	SNAP47	NW_020656231.1
rna50968	gene28176	PRSS38	NW_020656231.1
rna50971	gene28177	LOC113247508	NW_020656231.1
rna50977	gene28179	WNT9A	NW_020656231.1
rna50978	gene28180	WNT3A	NW_020656231.1
rna50979	gene28181	ARF1	NW_020656231.1
rna50983	gene28182	CUNH1orf35	NW_020656231.1
rna50984	gene28183	MRPL55	NW_020656231.1
rna50986	gene28184	GUK1	NW_020656231.1
rna50988	gene28185	GJC2	NW_020656231.1
rna50989	gene28186	IBA57	NW_020656231.1
rna50991	gene28187	OBSCN	NW_020656231.1
rna50992	gene28188	TRIM11	NW_020656231.1
rna50994	gene28190	TRIM17	NW_020656231.1
rna50995	gene28191	LOC113247478	NW_020656231.1
rna50996	gene28192	LOC113247479	NW_020656231.1
rna50997	gene28193	LOC113247480	NW_020656231.1
rna50998	gene28194	LOC113247481	NW_020656231.1
rna51001	gene28196	RNF187	NW_020656231.1
rna51003	gene28198	LOC113247489	NW_020656231.1
rna51004	gene28199	BTNL10	NW_020656231.1
rna5007	gene2820	IL1R2	NW_020656123.1
rna51005	gene28200	LOC113247491	NW_020656231.1
rna51006	gene28201	ZNF496	NW_020656231.1
rna51008	gene28203	NLRP3	NW_020656231.1
rna51011	gene28204	LOC113247492	NW_020656231.1
rna51012	gene28206	LOC113247472	NW_020656231.1
rna51013	gene28207	LOC113247494	NW_020656231.1
rna51014	gene28208	LOC113247495	NW_020656231.1
rna51015	gene28209	GCSAML	NW_020656231.1
rna5013	gene2821	IL1R1	NW_020656123.1
rna51019	gene28211	LOC113247504	NW_020656231.1
rna51020	gene28212	LOC113247496	NW_020656231.1
rna51021	gene28213	LOC113247466	NW_020656231.1
rna51023	gene28215	LOC113247469	NW_020656231.1
rna51024	gene28216	LOC113247497	NW_020656231.1
rna51025	gene28219	LOC113247499	NW_020656231.1
rna51026	gene28220	LOC113247500	NW_020656231.1
rna51029	gene28223	FAM156A	NW_020656232.1
rna51050	gene28225	GPR173	NW_020656232.1
rna51053	gene28226	TSPYL2	NW_020656232.1
rna51061	gene28227	KDM5C	NW_020656232.1
rna51064	gene28228	IQSEC2	NW_020656232.1
rna5021	gene2823	IL1RL2	NW_020656123.1
rna51073	gene28231	SMC1A	NW_020656232.1
rna51074	gene28232	RIBC1	NW_020656232.1
rna51078	gene28233	HSD17B10	NW_020656232.1
rna51079	gene28237	HUWE1	NW_020656232.1
rna51090	gene28238	PHF8	NW_020656232.1
