Orthogroup	ursAme.longCDS.prots	homSap.longCDS.prots
OG0005267	transcript_ENSUAMT00000022565	ENST00000264010.8
OG0005268	transcript_ENSUAMT00000022596	ENST00000334583.10
OG0005269	transcript_ENSUAMT00000022606	ENST00000620338.4
OG0005270	transcript_ENSUAMT00000022613	ENST00000219255.3
OG0005271	transcript_ENSUAMT00000022625	ENST00000243878.8
OG0005272	transcript_ENSUAMT00000022630	ENST00000403458.8
OG0005273	transcript_ENSUAMT00000022632	ENST00000268797.11
OG0005274	transcript_ENSUAMT00000030406	ENST00000561639.5
OG0005275	transcript_ENSUAMT00000030392	ENST00000562787.5
OG0005276	transcript_ENSUAMT00000030383	ENST00000303596.2
OG0005277	transcript_ENSUAMT00000030381	ENST00000219169.8
OG0005278	transcript_ENSUAMT00000030237	ENST00000358933.9
OG0005279	transcript_ENSUAMT00000029889	ENST00000291041.5
OG0005280	transcript_ENSUAMT00000029878	ENST00000264005.9
OG0005281	transcript_ENSUAMT00000022858	ENST00000332395.6
OG0005282	transcript_ENSUAMT00000022845	ENST00000346183.7
OG0005283	transcript_ENSUAMT00000022672	ENST00000219345.9
OG0005284	transcript_ENSUAMT00000022660	ENST00000263997.10
OG0005285	transcript_ENSUAMT00000022657	ENST00000339507.9
OG0005286	transcript_ENSUAMT00000022652	ENST00000219334.9
OG0005287	transcript_ENSUAMT00000030411	ENST00000570495.5
OG0005288	transcript_ENSUAMT00000038226	ENST00000264012.8
OG0005289	transcript_ENSUAMT00000037867	ENST00000611625.4
OG0005290	transcript_ENSUAMT00000037864	ENST00000261778.1
OG0005291	transcript_ENSUAMT00000037860	ENST00000562237.5
OG0005292	transcript_ENSUAMT00000032855	ENST00000336278.8
OG0005293	transcript_ENSUAMT00000032863	ENST00000288022.1
OG0005294	transcript_ENSUAMT00000032861	ENST00000254940.9
OG0005295	transcript_ENSUAMT00000002634	ENST00000254942.7
OG0005296	transcript_ENSUAMT00000041375	ENST00000320623.9
OG0005297	transcript_ENSUAMT00000041370	ENST00000268802.9
OG0005298	transcript_ENSUAMT00000010774	ENST00000359154.6
OG0005299	transcript_ENSUAMT00000029592	ENST00000537465.5
OG0005300	transcript_ENSUAMT00000029406	ENST00000268483.7
OG0005301	transcript_ENSUAMT00000029364	ENST00000219240.8
OG0005302	transcript_ENSUAMT00000029374	ENST00000620267.1
OG0005303	transcript_ENSUAMT00000029375	ENST00000535424.5
OG0005304	transcript_ENSUAMT00000029376	ENST00000425432.5
OG0005305	transcript_ENSUAMT00000029378	ENST00000427980.6
OG0005306	transcript_ENSUAMT00000029399	ENST00000567016.1
OG0005307	transcript_ENSUAMT00000039914	ENST00000355962.4
OG0005308	transcript_ENSUAMT00000039904	ENST00000338482.5
OG0005309	transcript_ENSUAMT00000021094	ENST00000393539.6
OG0005310	transcript_ENSUAMT00000021095	ENST00000302628.8
OG0005311	transcript_ENSUAMT00000021096	ENST00000338099.9
OG0005312	transcript_ENSUAMT00000008877	ENST00000261776.9
OG0005313	transcript_ENSUAMT00000008924	ENST00000338779.10
OG0005314	transcript_ENSUAMT00000008931	ENST00000429149.6
OG0005315	transcript_ENSUAMT00000008935	ENST00000302516.9
OG0005316	transcript_ENSUAMT00000009210	ENST00000323786.9
OG0005317	transcript_ENSUAMT00000009216	ENST00000378912.6
OG0005318	transcript_ENSUAMT00000009220	ENST00000393640.8
OG0005319	transcript_ENSUAMT00000009304	ENST00000261772.12
OG0005320	transcript_ENSUAMT00000029483	ENST00000205061.9
OG0005321	transcript_ENSUAMT00000011835	ENST00000361070.8
OG0005322	transcript_ENSUAMT00000019894	ENST00000219368.7
OG0005323	transcript_ENSUAMT00000040387	ENST00000262144.10
OG0005324	transcript_ENSUAMT00000025068	ENST00000320619.10
OG0005325	transcript_ENSUAMT00000025066	ENST00000300051.8
OG0005326	transcript_ENSUAMT00000025065	ENST00000570010.5
OG0005327	transcript_ENSUAMT00000024990	ENST00000418647.7
OG0005328	transcript_ENSUAMT00000024982	ENST00000283882.3
OG0005329	transcript_ENSUAMT00000024980	ENST00000332272.8, ENST00000336257.7
OG0005330	transcript_ENSUAMT00000024962	ENST00000307921.7
OG0005331	transcript_ENSUAMT00000024957	ENST00000319410.9
OG0005332	transcript_ENSUAMT00000024956	ENST00000300086.4
OG0005333	transcript_ENSUAMT00000038834	ENST00000268533.9
OG0005334	transcript_ENSUAMT00000038832	ENST00000302536.2
OG0005335	transcript_ENSUAMT00000021707	ENST00000299642.8
OG0005336	transcript_ENSUAMT00000033990	ENST00000566780.5
OG0005337	transcript_ENSUAMT00000003783	ENST00000343629.10
OG0005338	transcript_ENSUAMT00000021310	ENST00000296849.9
OG0005339	transcript_ENSUAMT00000021459	ENST00000562982.5
OG0005340	transcript_ENSUAMT00000041033	ENST00000562812.5
OG0005341	transcript_ENSUAMT00000008772	ENST00000393335.7
OG0005342	transcript_ENSUAMT00000008784	ENST00000299578.9
OG0005343	transcript_ENSUAMT00000008791	ENST00000525539.5
OG0005344	transcript_ENSUAMT00000008802	ENST00000258168.6
OG0005345	transcript_ENSUAMT00000008811	ENST00000568107.2
OG0005346	transcript_ENSUAMT00000008833	ENST00000537098.7
OG0005347	transcript_ENSUAMT00000008845	ENST00000564138.5
OG0005348	transcript_ENSUAMT00000037346	ENST00000328945.6
OG0005349	transcript_ENSUAMT00000037348	ENST00000199936.8
OG0005350	transcript_ENSUAMT00000037352	ENST00000258169.8
OG0005351	transcript_ENSUAMT00000007829	ENST00000268613.14
OG0005352	transcript_ENSUAMT00000006907	ENST00000343939.6
OG0005353	transcript_ENSUAMT00000006899	ENST00000299709.7
OG0005354	transcript_ENSUAMT00000006892	ENST00000343411.7
OG0005355	transcript_ENSUAMT00000006887	ENST00000219439.8
OG0005356	transcript_ENSUAMT00000006883	ENST00000378553.9
OG0005357	transcript_ENSUAMT00000006874	ENST00000567759.5
OG0005358	transcript_ENSUAMT00000006862	ENST00000268624.7
OG0005359	transcript_ENSUAMT00000006841	ENST00000219454.9
OG0005360	transcript_ENSUAMT00000003786	ENST00000262428.4
OG0005361	transcript_ENSUAMT00000003789	ENST00000564996.5
OG0005362	transcript_ENSUAMT00000004249	ENST00000570191.5
OG0005363	transcript_ENSUAMT00000004274	ENST00000262424.9
OG0005364	transcript_ENSUAMT00000004278	ENST00000344861.9
OG0005365	transcript_ENSUAMT00000004286	ENST00000258180.7
OG0005366	transcript_ENSUAMT00000018580	ENST00000539556.5
OG0005367	transcript_ENSUAMT00000012326	ENST00000253458.11
OG0005368	transcript_ENSUAMT00000012329	ENST00000253462.7
OG0005369	transcript_ENSUAMT00000012332	ENST00000602719.5
OG0005370	transcript_ENSUAMT00000012334	ENST00000253457.7
OG0005371	transcript_ENSUAMT00000018182	ENST00000262426.5
OG0005372	transcript_ENSUAMT00000018203	ENST00000360900.10
OG0005373	transcript_ENSUAMT00000018209	ENST00000320354.5
OG0005374	transcript_ENSUAMT00000018210	ENST00000320241.4
OG0005375	transcript_ENSUAMT00000022179	ENST00000311635.11
OG0005376	transcript_ENSUAMT00000039574	ENST00000268616.8
OG0005377	transcript_ENSUAMT00000008276	ENST00000261622.4
OG0005378	transcript_ENSUAMT00000008056	ENST00000286122.11
OG0005379	transcript_ENSUAMT00000008053	ENST00000565624.1
OG0005380	transcript_ENSUAMT00000028774	ENST00000452588.6
OG0005381	transcript_ENSUAMT00000028772	ENST00000244241.4
OG0005382	transcript_ENSUAMT00000028770	ENST00000567174.5
OG0005383	transcript_ENSUAMT00000028769	ENST00000301012.7
OG0005384	transcript_ENSUAMT00000028766	ENST00000312838.8
OG0005385	transcript_ENSUAMT00000028765	ENST00000567949.5
OG0005386	transcript_ENSUAMT00000037660	ENST00000268695.9
OG0005387	transcript_ENSUAMT00000037496	ENST00000565504.5
OG0005388	transcript_ENSUAMT00000035412	ENST00000317447.8
OG0005389	transcript_ENSUAMT00000008894	ENST00000289746.2
OG0005390	transcript_ENSUAMT00000008904	ENST00000378330.6
OG0005391	transcript_ENSUAMT00000030300	ENST00000268704.6
OG0005392	transcript_ENSUAMT00000029288	ENST00000421184.5
OG0005393	transcript_ENSUAMT00000029287	ENST00000397901.7
OG0005394	transcript_ENSUAMT00000029286	ENST00000566204.1
OG0005395	transcript_ENSUAMT00000029285	ENST00000353379.11
OG0005396	transcript_ENSUAMT00000029284	ENST00000289805.9
OG0005397	transcript_ENSUAMT00000029283	ENST00000389386.7
OG0005398	transcript_ENSUAMT00000029282	ENST00000443381.6
OG0005399	transcript_ENSUAMT00000028835	ENST00000389301.7
OG0005400	transcript_ENSUAMT00000021986	ENST00000378247.7
OG0005401	transcript_ENSUAMT00000021996	ENST00000640279.1
OG0005402	transcript_ENSUAMT00000022008	ENST00000268676.11
OG0005403	transcript_ENSUAMT00000022016	ENST00000568838.1
OG0005404	transcript_ENSUAMT00000022018	ENST00000268699.8
OG0005405	transcript_ENSUAMT00000001141	ENST00000537107.5
OG0005406	transcript_ENSUAMT00000021638	ENST00000637096.1
OG0005407	transcript_ENSUAMT00000009473	ENST00000623927.1, ENST00000247005.7
OG0005408	transcript_ENSUAMT00000040919	ENST00000541991.5
OG0005409	transcript_ENSUAMT00000021563	ENST00000408896.3
OG0005410	transcript_ENSUAMT00000040034	ENST00000618542.4
OG0005413	transcript_ENSUAMT00000020043	ENST00000528368.2
OG0005414	transcript_ENSUAMT00000032148	ENST00000351870.7
OG0005416	transcript_ENSUAMT00000015068	ENST00000215754.7
OG0005421	transcript_ENSUAMT00000001309	ENST00000381163.7
OG0005422	transcript_ENSUAMT00000019093	ENST00000217939.6
OG0005423	transcript_ENSUAMT00000027354	ENST00000424830.6
OG0005424	transcript_ENSUAMT00000008907	ENST00000217961.4
OG0005425	transcript_ENSUAMT00000006441	ENST00000381042.8
OG0005426	transcript_ENSUAMT00000014672	ENST00000262109.7
OG0005427	transcript_ENSUAMT00000016035	ENST00000427263.6
OG0005428	transcript_ENSUAMT00000016028	ENST00000382824.5
OG0005429	transcript_ENSUAMT00000038501	ENST00000467482.5
OG0005430	transcript_ENSUAMT00000002489	ENST00000380913.7
OG0005431	transcript_ENSUAMT00000034186	ENST00000321143.8
OG0005432	transcript_ENSUAMT00000010825	ENST00000337414.8
OG0005433	transcript_ENSUAMT00000001402	ENST00000312196.8
OG0005434	transcript_ENSUAMT00000039135	ENST00000380682.5
OG0005435	transcript_ENSUAMT00000039140	ENST00000380659.3
OG0005436	transcript_ENSUAMT00000039141	ENST00000311912.5
OG0005437	transcript_ENSUAMT00000030365	ENST00000380602.3
OG0005438	transcript_ENSUAMT00000030350	ENST00000544987.2
OG0005439	transcript_ENSUAMT00000032230	ENST00000340096.10
OG0005440	transcript_ENSUAMT00000018693	ENST00000380523.8
OG0005441	transcript_ENSUAMT00000033530	ENST00000398334.5
OG0005442	transcript_ENSUAMT00000033528	ENST00000380492.7
OG0005443	transcript_ENSUAMT00000034237	ENST00000380488.8
OG0005444	transcript_ENSUAMT00000034244	ENST00000480796.5
OG0005445	transcript_ENSUAMT00000034247	ENST00000333590.5
OG0005446	transcript_ENSUAMT00000034251	ENST00000297904.3
OG0005447	transcript_ENSUAMT00000015133	ENST00000380420.9
OG0005448	transcript_ENSUAMT00000013708	ENST00000357607.6
OG0005449	transcript_ENSUAMT00000013700	ENST00000252519.7
OG0005450	transcript_ENSUAMT00000013699	ENST00000380342.3
OG0005451	transcript_ENSUAMT00000030257	ENST00000380289.2
OG0005452	transcript_ENSUAMT00000010636	ENST00000380200.3
OG0005453	transcript_ENSUAMT00000010650	ENST00000380155.3
OG0005454	transcript_ENSUAMT00000001075	ENST00000380060.7
OG0005455	transcript_ENSUAMT00000001113	ENST00000380041.7
OG0005456	transcript_ENSUAMT00000010706	ENST00000251900.8
OG0005457	transcript_ENSUAMT00000030077	ENST00000379996.7
OG0005458	transcript_ENSUAMT00000030054	ENST00000379984.3
OG0005459	transcript_ENSUAMT00000037275	ENST00000361511.8
OG0005460	transcript_ENSUAMT00000004704	ENST00000397821.7
OG0005461	transcript_ENSUAMT00000030998	ENST00000379682.8
OG0005462	transcript_ENSUAMT00000030999	ENST00000379643.9
OG0005463	transcript_ENSUAMT00000009358	ENST00000379510.3
OG0005464	transcript_ENSUAMT00000038878	ENST00000379494.3
OG0005465	transcript_ENSUAMT00000038881	ENST00000404933.6
OG0005466	transcript_ENSUAMT00000039098	ENST00000379374.4
OG0005467	transcript_ENSUAMT00000004707	ENST00000379361.4
OG0005468	transcript_ENSUAMT00000002026	ENST00000379341.8
OG0005469	transcript_ENSUAMT00000002046	ENST00000379303.9
OG0005470	transcript_ENSUAMT00000030641	ENST00000328046.8
OG0005471	transcript_ENSUAMT00000028919	ENST00000379144.6
OG0005472	transcript_ENSUAMT00000002275	ENST00000361644.3
OG0005473	transcript_ENSUAMT00000032715	ENST00000378962.3
OG0005474	transcript_ENSUAMT00000030675	ENST00000378933.5
OG0005475	transcript_ENSUAMT00000027564	ENST00000275954.3
OG0005476	transcript_ENSUAMT00000037142	ENST00000399992.5
OG0005477	transcript_ENSUAMT00000035905	ENST00000378616.3
OG0005478	transcript_ENSUAMT00000035918	ENST00000378588.4
OG0005479	transcript_ENSUAMT00000034182	ENST00000456733.2
OG0005480	transcript_ENSUAMT00000035921	ENST00000378581.7
OG0005481	transcript_ENSUAMT00000035922	ENST00000341016.4
OG0005482	transcript_ENSUAMT00000034175	ENST00000378505.6
OG0005483	transcript_ENSUAMT00000034172	ENST00000039007.4
OG0005484	transcript_ENSUAMT00000004192	ENST00000378444.8
OG0005485	transcript_ENSUAMT00000030696	ENST00000636580.1
OG0005486	transcript_ENSUAMT00000031516	ENST00000324817.5
OG0005487	transcript_ENSUAMT00000007908	ENST00000378142.8
OG0005488	transcript_ENSUAMT00000007910	ENST00000302548.4
OG0005489	transcript_ENSUAMT00000023523	ENST00000378131.3
OG0005490	transcript_ENSUAMT00000014568	ENST00000378062.5
OG0005491	transcript_ENSUAMT00000031370	ENST00000398000.6
OG0005492	transcript_ENSUAMT00000037339	ENST00000218340.3
OG0005493	transcript_ENSUAMT00000037344	ENST00000611250.4
OG0005494	transcript_ENSUAMT00000038073	ENST00000397180.5
OG0005495	transcript_ENSUAMT00000038508	ENST00000329236.8
OG0005496	transcript_ENSUAMT00000041325	ENST00000218348.7
OG0005497	transcript_ENSUAMT00000024665	ENST00000313116.11
OG0005498	transcript_ENSUAMT00000023893	ENST00000290277.10
OG0005499	transcript_ENSUAMT00000030963	ENST00000396992.7
OG0005500	transcript_ENSUAMT00000030968	ENST00000247161.7
OG0005501	transcript_ENSUAMT00000030971	ENST00000335890.2
OG0005502	transcript_ENSUAMT00000018743	ENST00000442455.7
OG0005503	transcript_ENSUAMT00000018740	ENST00000595796.5
OG0005504	transcript_ENSUAMT00000018731	ENST00000326194.10
OG0005505	transcript_ENSUAMT00000018728	ENST00000495186.5
OG0005506	transcript_ENSUAMT00000018725	ENST00000376771.8
OG0005507	transcript_ENSUAMT00000018724	ENST00000376759.7
OG0005508	transcript_ENSUAMT00000018720	ENST00000376729.9
OG0005509	transcript_ENSUAMT00000031929	ENST00000376701.4
OG0005510	transcript_ENSUAMT00000014231	ENST00000303227.10
OG0005511	transcript_ENSUAMT00000012475	ENST00000376670.7
OG0005512	transcript_ENSUAMT00000014853	ENST00000334136.9
OG0005513	transcript_ENSUAMT00000015264	ENST00000636362.1
OG0005514	transcript_ENSUAMT00000015281	ENST00000452555.7
OG0005515	transcript_ENSUAMT00000015286	ENST00000376509.4
OG0005516	transcript_ENSUAMT00000015289	ENST00000156084.8
OG0005517	transcript_ENSUAMT00000038915	ENST00000376423.8
OG0005518	transcript_ENSUAMT00000038908	ENST00000315869.7
OG0005519	transcript_ENSUAMT00000038896	ENST00000553851.2
OG0005520	transcript_ENSUAMT00000038876	ENST00000322995.13
OG0005521	transcript_ENSUAMT00000038839	ENST00000156109.6
OG0005522	transcript_ENSUAMT00000038921	ENST00000595224.5
OG0005523	transcript_ENSUAMT00000032292	ENST00000557224.5
OG0005524	transcript_ENSUAMT00000033176	ENST00000358526.6
OG0005525	transcript_ENSUAMT00000033171	ENST00000376042.5
OG0005526	transcript_ENSUAMT00000040457	ENST00000376020.6
OG0005527	transcript_ENSUAMT00000037107	ENST00000252677.3
OG0005528	transcript_ENSUAMT00000016146	ENST00000375695.2
OG0005530	transcript_ENSUAMT00000021176	ENST00000332582.4
OG0005531	transcript_ENSUAMT00000021172	ENST00000375442.8
OG0005532	transcript_ENSUAMT00000034454	ENST00000322213.8
OG0005533	transcript_ENSUAMT00000034451	ENST00000375327.5
OG0005534	transcript_ENSUAMT00000034449	ENST00000168216.10
OG0005535	transcript_ENSUAMT00000034412	ENST00000342160.7
OG0005536	transcript_ENSUAMT00000010151	ENST00000357988.9
OG0005537	transcript_ENSUAMT00000010145	ENST00000375180.6
OG0005538	transcript_ENSUAMT00000010139	ENST00000354646.6
OG0005539	transcript_ENSUAMT00000013310	ENST00000375151.4
OG0005540	transcript_ENSUAMT00000013302	ENST00000375135.3
OG0005541	transcript_ENSUAMT00000013204	ENST00000336470.8
OG0005542	transcript_ENSUAMT00000006003	ENST00000374987.3
OG0005543	transcript_ENSUAMT00000005993	ENST00000330807.9
OG0005544	transcript_ENSUAMT00000036512	ENST00000468660.5
OG0005545	transcript_ENSUAMT00000014939	ENST00000374839.7
OG0005546	transcript_ENSUAMT00000006526	ENST00000338957.4
OG0005547	transcript_ENSUAMT00000006528	ENST00000374811.7
OG0005548	transcript_ENSUAMT00000021966	ENST00000374737.8
OG0005549	transcript_ENSUAMT00000039058	ENST00000519389.5
OG0005550	transcript_ENSUAMT00000012683	ENST00000396050.5
OG0005551	transcript_ENSUAMT00000014667	ENST00000374690.8
OG0005552	transcript_ENSUAMT00000007243	ENST00000462683.5
OG0005553	transcript_ENSUAMT00000007247	ENST00000374599.7
OG0005554	transcript_ENSUAMT00000007253	ENST00000204961.4
OG0005555	transcript_ENSUAMT00000007256	ENST00000374583.1
OG0005556	transcript_ENSUAMT00000005672	ENST00000252338.4
OG0005558	transcript_ENSUAMT00000022083	ENST00000276101.7
OG0005559	transcript_ENSUAMT00000027783	ENST00000333026.3
OG0005560	transcript_ENSUAMT00000027782	ENST00000374521.3
OG0005561	transcript_ENSUAMT00000027781	ENST00000374519.3
OG0005562	transcript_ENSUAMT00000027779	ENST00000620997.4
OG0005563	transcript_ENSUAMT00000027778	ENST00000239666.8
OG0005564	transcript_ENSUAMT00000027775	ENST00000453994.6
OG0005565	transcript_ENSUAMT00000033261	ENST00000374259.7
OG0005566	transcript_ENSUAMT00000033262	ENST00000374251.5
OG0005567	transcript_ENSUAMT00000033273	ENST00000374202.6
OG0005568	transcript_ENSUAMT00000020648	ENST00000374029.1
OG0005569	transcript_ENSUAMT00000011170	ENST00000373829.7
OG0005570	transcript_ENSUAMT00000032526	ENST00000373691.4
OG0005571	transcript_ENSUAMT00000022060	ENST00000633930.1
OG0005572	transcript_ENSUAMT00000022056	ENST00000479991.1
OG0005573	transcript_ENSUAMT00000022068	ENST00000373669.6
OG0005574	transcript_ENSUAMT00000022070	ENST00000334463.3
OG0005575	transcript_ENSUAMT00000026257	ENST00000453707.6
OG0005576	transcript_ENSUAMT00000041071	ENST00000373573.7
OG0005577	transcript_ENSUAMT00000030067	ENST00000373514.2
OG0005578	transcript_ENSUAMT00000007779	ENST00000339534.3
OG0005579	transcript_ENSUAMT00000007631	ENST00000587091.5
OG0005580	transcript_ENSUAMT00000038871	ENST00000332687.10
OG0005581	transcript_ENSUAMT00000038872	ENST00000055682.10
OG0005582	transcript_ENSUAMT00000024321	ENST00000253577.7
OG0005583	transcript_ENSUAMT00000001887	ENST00000373383.8
OG0005584	transcript_ENSUAMT00000019027	ENST00000373358.7
OG0005585	transcript_ENSUAMT00000041178	ENST00000373344.9
OG0005586	transcript_ENSUAMT00000031029	ENST00000341864.5
OG0005587	transcript_ENSUAMT00000002260	ENST00000373304.3
OG0005588	transcript_ENSUAMT00000027628	ENST00000614823.4
OG0005589	transcript_ENSUAMT00000011933	ENST00000276077.1
OG0005590	transcript_ENSUAMT00000011932	ENST00000373298.6
OG0005591	transcript_ENSUAMT00000009083	ENST00000538312.5
OG0005592	transcript_ENSUAMT00000027905	ENST00000329312.4
OG0005593	transcript_ENSUAMT00000040996	ENST00000297977.9
OG0005594	transcript_ENSUAMT00000025023	ENST00000373173.6
OG0005595	transcript_ENSUAMT00000025015	ENST00000360700.4
OG0005596	transcript_ENSUAMT00000025014	ENST00000373145.3
OG0005597	transcript_ENSUAMT00000032517	ENST00000276127.8
OG0005598	transcript_ENSUAMT00000019215	ENST00000312600.3
OG0005599	transcript_ENSUAMT00000016780	ENST00000373079.3
OG0005600	transcript_ENSUAMT00000011369	ENST00000360000.8
OG0005601	transcript_ENSUAMT00000009629	ENST00000372661.4
