hgnc_symbol	refseq_mrna	ensembl_gene_id
RPP25L	NM_148178	ENSG00000164967
TMEM263	NM_152261	ENSG00000151135
RNF185	NM_152267	ENSG00000138942
C12orf65	NM_152269	ENSG00000130921
CCNQ	NM_152274	ENSG00000262919
ZNF561	NM_152289	ENSG00000171469
TARS1	NM_152295	ENSG00000113407
ARL14EP	NM_152316	ENSG00000152219
C12orf45	NM_152318	ENSG00000151131
ZNF641	NM_152320	ENSG00000167528
WDR81	NM_152348	ENSG00000276021
WDR81	NM_152348	ENSG00000167716
ZNF491	NM_152356	ENSG00000177599
DIS3L2	NM_152383	ENSG00000144535
C5orf24	NM_152409	ENSG00000181904
VPS37A	NM_152415	ENSG00000155975
ZNF664	NM_152437	ENSG00000179195
C12orf66	NM_152440	ENSG00000174206
LYSMD4	NM_152449	ENSG00000183060
ZSCAN29	NM_152455	ENSG00000140265
TMEM199	NM_152464	ENSG00000244045
COMMD1	NM_152516	ENSG00000173163
SCFD2	NM_152540	ENSG00000184178
SNRNP48	NM_152551	ENSG00000168566
ZNF579	NM_152600	ENSG00000218891
SDE2	NM_152608	ENSG00000143751
CNST	NM_152609	ENSG00000162852
ZNF48	NM_152652	ENSG00000180035
UBE2E2	NM_152653	ENSG00000182247
SENP5	NM_152699	ENSG00000119231
STT3A	NM_152713	ENSG00000134910
PATL1	NM_152716	ENSG00000166889
MICU2	NM_152726	ENSG00000165487
CPNE2	NM_152727	ENSG00000140848
NT5DC1	NM_152729	ENSG00000178425
C6orf89	NM_152734	ENSG00000198663
HIBADH	NM_152740	ENSG00000106049
BRAT1	NM_152743	ENSG00000106009
YTHDF3	NM_152758	ENSG00000185728
TMEM256	NM_152766	ENSG00000283771
TMEM256	NM_152766	ENSG00000205544
D2HGDH	NM_152783	ENSG00000180902
TMEM250	NM_152833	ENSG00000238227
TMEM18	NM_152834	ENSG00000151353
TIPRL	NM_152902	ENSG00000143155
TANGO2	NM_152906	ENSG00000183597
MTIF3	NM_152912	ENSG00000122033
SPPL2B	NM_152988	ENSG00000005206
N4BP1	NM_153029	ENSG00000102921
TCEANC2	NM_153035	ENSG00000116205
EID2	NM_153232	ENSG00000176396
LRRC57	NM_153260	ENSG00000180979
IP6K1	NM_153273	ENSG00000176095
KCTD6	NM_153331	ENSG00000168301
PUSL1	NM_153339	ENSG00000169972
TAPT1	NM_153365	ENSG00000169762
MFSD4B	NM_153369	ENSG00000173214
LNX2	NM_153371	ENSG00000139517
MED19	NM_153450	ENSG00000156603
COG7	NM_153603	ENSG00000168434
PIGP	NM_153681	ENSG00000185808
C2orf69	NM_153689	ENSG00000178074
MLX	NM_170607	ENSG00000108788
SELENOH	NM_170746	ENSG00000211450
HSCB	NM_172002	ENSG00000100209
POM121	NM_172020	ENSG00000196313
SUGP1	NM_172231	ENSG00000105705
MMAA	NM_172250	ENSG00000151611
MRPL54	NM_172251	ENSG00000183617
PSENEN	NM_172341	ENSG00000205155
CD46	NM_172350	ENSG00000117335
SMG7	NM_173156	ENSG00000116698
FAM149B1	NM_173348	ENSG00000138286
CCDC149	NM_173463	ENSG00000181982
SLC25A26	NM_173471	ENSG00000282739
SLC25A26	NM_173471	ENSG00000144741
ANAPC16	NM_173473	ENSG00000166295
NTAN1	NM_173474	ENSG00000275779
NTAN1	NM_173474	ENSG00000157045
DCUN1D3	NM_173475	ENSG00000188215
PLBD2	NM_173542	ENSG00000151176
TRIM65	NM_173547	ENSG00000141569
DIPK2A	NM_173552	ENSG00000181744
KCTD20	NM_173562	ENSG00000112078
FAM177A1	NM_173607	ENSG00000151327
INO80E	NM_173618	ENSG00000169592
HEXD	NM_173620	ENSG00000169660
RPUSD3	NM_173659	ENSG00000156990
NSMCE2	NM_173685	ENSG00000156831
PDZD8	NM_173791	ENSG00000165650
TENT2	NM_173797	ENSG00000164329
ETFBKMT	NM_173802	ENSG00000139160
BLOC1S2	NM_173809	ENSG00000196072
TTC9C	NM_173810	ENSG00000162222
C3orf38	NM_173824	ENSG00000179021
TCAIM	NM_173826	ENSG00000179152
SREK1IP1	NM_173829	ENSG00000153006
YIPF6	NM_173834	ENSG00000181704
NDUFAF2	NM_174889	ENSG00000164182
C17orf49	NM_174893	ENSG00000258315
TRAPPC5	NM_174894	ENSG00000181029
PPP4R2	NM_174907	ENSG00000163605
CCDC50	NM_174908	ENSG00000152492
NOP9	NM_174913	ENSG00000285326
NOP9	NM_174913	ENSG00000196943
ACSF3	NM_174917	ENSG00000176715
MFSD12	NM_174983	ENSG00000161091
EMC10	NM_175063	ENSG00000161671
APTX	NM_175069	ENSG00000137074
NDUFA11	NM_175614	ENSG00000174886
PTPMT1	NM_175732	ENSG00000110536
UBR7	NM_175748	ENSG00000278787
UBR7	NM_175748	ENSG00000012963
TXLNA	NM_175852	ENSG00000084652
EXOC8	NM_175876	ENSG00000116903
ZADH2	NM_175907	ENSG00000180011
CHMP4B	NM_176812	ENSG00000101421
GATC	NM_176818	ENSG00000257218
PPA2	NM_176867	ENSG00000138777
NR2C2AP	NM_176880	ENSG00000184162
MIDN	NM_177401	ENSG00000167470
TRAPPC6B	NM_177452	ENSG00000182400
NUDT14	NM_177533	ENSG00000183828
P4HTM	NM_177938	ENSG00000178467
PDE12	NM_177966	ENSG00000174840
UBAC2	NM_177967	ENSG00000134882
TUBB	NM_178014	ENSG00000235067
TUBB	NM_178014	ENSG00000224156
TUBB	NM_178014	ENSG00000229684
TUBB	NM_178014	ENSG00000232575
TUBB	NM_178014	ENSG00000232421
TUBB	NM_178014	ENSG00000183311
TUBB	NM_178014	ENSG00000227739
TUBB	NM_178014	ENSG00000196230
GGT7	NM_178026	ENSG00000131067
EOLA1	NM_178124	ENSG00000197620
RETREG3	NM_178126	ENSG00000141699
SLC35B2	NM_178148	ENSG00000157593
ZNF598	NM_178167	ENSG00000167962
MRPL52	NM_178336	ENSG00000172590
DRAM2	NM_178454	ENSG00000156171
SMIM29	NM_178508	ENSG00000186577
PIGW	NM_178517	ENSG00000275600
PIGW	NM_178517	ENSG00000277161
ZBTB8OS	NM_178547	ENSG00000176261
MTDH	NM_178812	ENSG00000147649
GPAT4	NM_178819	ENSG00000158669
STT3B	NM_178862	ENSG00000163527
LEMD2	NM_181336	ENSG00000161904
MRPL55	NM_181441	ENSG00000162910
EXOSC8	NM_181503	ENSG00000120699
PIK3R1	NM_181504	ENSG00000145675
MRPL21	NM_181514	ENSG00000197345
AUP1	NM_181575	ENSG00000115307
C17orf58	NM_181656	ENSG00000186665
OGT	NM_181672	ENSG00000147162
UBXN2A	NM_181713	ENSG00000173960
CRTC2	NM_181715	ENSG00000160741
METTL2A	NM_181725	ENSG00000087995
SLC46A3	NM_181785	ENSG00000139508
TMED7	NM_181836	ENSG00000134970
COQ6	NM_182476	ENSG00000119723
MTERF4	NM_182501	ENSG00000122085
CMC1	NM_182523	ENSG00000187118
THAP5	NM_182529	ENSG00000177683
NSUN6	NM_182543	ENSG00000241058
TMED4	NM_182547	ENSG00000158604
MRPS9	NM_182640	ENSG00000135972
TPRG1L	NM_182752	ENSG00000158109
ZNF438	NM_182755	ENSG00000183621
TRNT1	NM_182916	ENSG00000072756
TICAM1	NM_182919	ENSG00000127666
IRF2BP2	NM_182972	ENSG00000168264
ZNF326	NM_182976	ENSG00000162664
DLGAP4	NM_183006	ENSG00000080845
CYP2U1	NM_183075	ENSG00000155016
SEC13	NM_183352	ENSG00000157020
TMEM219	NM_194280	ENSG00000149932
DNAJC21	NM_194283	ENSG00000168724
SPTY2D1	NM_194285	ENSG00000179119
RPS19BP1	NM_194326	ENSG00000187051
RNF126	NM_194460	ENSG00000070423
FMC1	NM_197964	ENSG00000164898
ZNF189	NM_197977	ENSG00000136870
ZDHHC16	NM_198044	ENSG00000171307
GNPNAT1	NM_198066	ENSG00000100522
COX20	NM_198076	ENSG00000203667
C1orf52	NM_198077	ENSG00000162642
ING1	NM_198217	ENSG00000153487
ASB7	NM_198243	ENSG00000183475
LYSMD3	NM_198273	ENSG00000176018
PRMT1	NM_198318	ENSG00000126457
GANAB	NM_198334	ENSG00000089597
ANKRD46	NM_198401	ENSG00000186106
C1orf122	NM_198446	ENSG00000197982
APOOL	NM_198450	ENSG00000155008
RSBN1L	NM_198467	ENSG00000187257
RPL7L1	NM_198486	ENSG00000146223
FAM174A	NM_198507	ENSG00000174132
HDDC3	NM_198527	ENSG00000184508
MIA3	NM_198551	ENSG00000154305
FAM120AOS	NM_198841	ENSG00000188938
NELFCD	NM_198976	ENSG00000101158
NDUFAF3	NM_199069	ENSG00000178057
CNNM2	NM_199077	ENSG00000148842
PEDS1	NM_199129	ENSG00000240849
PEDS1-UBE2V1	NM_199203	ENSG00000124208
CCDC137	NM_199287	ENSG00000185298
NACA2	NM_199290	ENSG00000253506
TMEM179B	NM_199337	ENSG00000185475
SVBP	NM_199342	ENSG00000177868
RP9	NM_203288	ENSG00000164610
POLR1C	NM_203290	ENSG00000171453
CHCHD1	NM_203298	ENSG00000172586
TMEM81	NM_203376	ENSG00000174529
RBM12B	NM_203390	ENSG00000183808
MBLAC1	NM_203397	ENSG00000214309
MRFAP1L1	NM_203462	ENSG00000178988
COMMD6	NM_203495	ENSG00000188243
MICOS13	NM_205767	ENSG00000174917
DPH3	NM_206831	ENSG00000154813
USF1	NM_207005	ENSG00000158773
TCF12	NM_207040	ENSG00000140262
RNF216	NM_207111	ENSG00000011275
GTF2H5	NM_207118	ENSG00000272047
EXT2	NM_207122	ENSG00000151348
FAM199X	NM_207318	ENSG00000123575
ERICH1	NM_207332	ENSG00000104714
C1orf174	NM_207356	ENSG00000198912
BLOC1S3	NM_212550	ENSG00000189114
LYSMD1	NM_212551	ENSG00000163155
