Orthogroup	ursArc.longCDS.prots	homSap.longCDS.prots
OG0006979	rna26915	ENST00000261609.11
OG0006980	rna26913	ENST00000337435.8
OG0006981	rna26909	ENST00000398014.6
OG0006982	rna51999	ENST00000614508.4
OG0006983	rna51988	ENST00000388942.7
OG0006984	rna51980, rna51983	ENST00000563290.5
OG0006985	rna40329	ENST00000559785.5
OG0006986	rna40317	ENST00000560626.6
OG0006987	rna40312	ENST00000336216.8
OG0006988	rna40305	ENST00000355300.6
OG0006989	rna40302	ENST00000332145.2
OG0006990	rna40301	ENST00000308508.5
OG0006991	rna40300	ENST00000308527.5
OG0006992	rna40299	ENST00000314852.2
OG0006993	rna40294	ENST00000567134.5
OG0006994	rna40293	ENST00000618819.4
OG0006995	rna40292	ENST00000394947.7
OG0006996	rna40290	ENST00000565683.5
OG0006997	rna40283	ENST00000355059.8
OG0006998	rna40281	ENST00000568301.1
OG0006999	rna40277	ENST00000360639.6
OG0007000	rna40272	ENST00000342932.7
OG0007001	rna40268	ENST00000322177.5
OG0007002	rna40267	ENST00000568783.5
OG0007003	rna40264	ENST00000357635.9
OG0007004	rna40259	ENST00000352410.8
OG0007005	rna40257	ENST00000268099.13
OG0007006	rna40255	ENST00000568667.5
OG0007007	rna40252	ENST00000395018.5
OG0007008	rna40251	ENST00000309664.9
OG0007009	rna40248	ENST00000220003.13
OG0007010	rna40240	ENST00000622429.1
OG0007011	rna40238	ENST00000567435.5
OG0007012	rna40237	ENST00000261918.8
OG0007013	rna40236	ENST00000268053.10
OG0007014	rna40228	ENST00000563965.5
OG0007015	rna40227	ENST00000249842.7
OG0007016	rna40212	ENST00000268058.7
OG0007017	rna34343	ENST00000617782.4
OG0007018	rna34341	ENST00000260129.5
OG0007019	rna34333	ENST00000311923.1
OG0007020	rna34328	ENST00000316981.7
OG0007021	rna34327	ENST00000303759.3
OG0007022	rna34326	ENST00000522671.1
OG0007023	rna34325	ENST00000314922.3
OG0007024	rna34324	ENST00000262644.8
OG0007025	rna34318	ENST00000361488.7
OG0007026	rna34315	ENST00000399598.6
OG0007027	rna34310	ENST00000427130.6
OG0007028	rna34306	ENST00000361421.1
OG0007029	rna34301	ENST00000317995.4
OG0007030	rna34287	ENST00000260118.6
OG0007031	rna34286	ENST00000260116.4
OG0007032	rna34279	ENST00000310193.3
OG0007033	rna34277	ENST00000276569.7
OG0007034	rna34275	ENST00000262146.8
OG0007035	rna34272	ENST00000401827.7
OG0007036	rna34271	ENST00000276570.9
OG0007037	rna34262	ENST00000276571.4
OG0007038	rna34260	ENST00000320270.3
OG0007039	rna34259	ENST00000396623.7
OG0007040	rna34256	ENST00000305454.7
OG0007041	rna34254	ENST00000522677.7
OG0007042	rna34253	ENST00000310421.4
OG0007043	rna34246	ENST00000422365.6
OG0007044	rna34240	ENST00000522909.5
OG0007045	rna34238	ENST00000357849.8
OG0007046	rna34232	ENST00000262210.9
OG0007047	rna10406	ENST00000518698.5
OG0007048	rna10398	ENST00000260126.8
OG0007049	rna10397	ENST00000276594.2
OG0007050	rna10390	ENST00000452400.6
OG0007051	rna10382	ENST00000408926.7
OG0007052	rna10387	ENST00000522447.5
OG0007053	rna10375	ENST00000262209.4
OG0007054	rna10372	ENST00000523207.1
OG0007055	rna10369	ENST00000276603.9
OG0007056	rna10364	ENST00000624510.3
OG0007057	rna10354	ENST00000524300.5
OG0007058	rna10342	ENST00000518127.5
OG0007059	rna10341	ENST00000312184.5
OG0007060	rna10340	ENST00000284818.6
OG0007061	rna10338	ENST00000220822.11
OG0007062	rna10336	ENST00000260113.6
OG0007063	rna10334	ENST00000262207.8
OG0007064	rna10307	ENST00000396418.6
OG0007065	rna10304	ENST00000263849.8
OG0007066	rna10302	ENST00000263851.8
OG0007067	rna10300	ENST00000518111.5
OG0007068	rna10297	ENST00000276585.8
OG0007069	rna10290	ENST00000430430.5
OG0007070	rna10284	ENST00000220597.4
OG0007071	rna10281	ENST00000256103.2
OG0007072	rna10280	ENST00000379071.2
OG0007073	rna10279	ENST00000256104.4
OG0007074	rna10278	ENST00000360464.4
OG0007075	rna10275	ENST00000449740.6
OG0007076	rna10272	ENST00000220669.9
OG0007077	rna10271	ENST00000297265.4
OG0007078	rna10266	ENST00000517638.5
OG0007079	rna10260	ENST00000360375.7
OG0007080	rna10259	ENST00000416274.6
OG0007081	rna10257	ENST00000619594.4
OG0007082	rna10256	ENST00000321764.3
OG0007083	rna10255	ENST00000523953.5
OG0007084	rna10254	ENST00000285381.2
OG0007085	rna10253	ENST00000285379.9
OG0007086	rna10250	ENST00000276616.2
OG0007087	rna10249	ENST00000285393.3
OG0007088	rna10241	ENST00000517970.5
OG0007089	rna10236	ENST00000406452.7
OG0007090	rna10233	ENST00000320005.5
OG0007091	rna10228	ENST00000286614.10
OG0007092	rna10197	ENST00000220751.4
OG0007093	rna10193	ENST00000451899.6
OG0007094	rna10190	ENST00000265433.7
OG0007095	rna10189	ENST00000220764.6
OG0007096	rna10188	ENST00000265431.7
OG0007097	rna10184	ENST00000458549.6
OG0007098	rna10177	ENST00000417640.6
OG0007099	rna10176	ENST00000517562.2
OG0007100	rna10174	ENST00000285419.7
OG0007101	rna10166	ENST00000309536.6
OG0007102	rna10152	ENST00000521988.5
OG0007103	rna10140	ENST00000518322.5
OG0007104	rna10132	ENST00000399300.6
OG0007105	rna10122	ENST00000453321.7
OG0007106	rna10120	ENST00000396200.3
OG0007107	rna10115	ENST00000027335.7
OG0007108	rna10114	ENST00000396194.6
OG0007109	rna10108	ENST00000336148.9, ENST00000611249.2
OG0007110	rna10105	ENST00000297591.9
OG0007111	rna10095	ENST00000414645.6
OG0007112	rna10087	ENST00000342697.4
OG0007113	rna10084	ENST00000396124.8
OG0007114	rna10082	ENST00000315367.3
OG0007115	rna10080	ENST00000286688.5
OG0007116	rna10076	ENST00000287020.6
OG0007117	rna10071	ENST00000521036.5
OG0007118	rna10070	ENST00000287025.3
OG0007119	rna10069	ENST00000517309.5
OG0007120	rna10064	ENST00000220763.9
OG0007121	rna10060	ENST00000322128.4
OG0007122	rna10053	ENST00000336273.7
OG0007123	rna10048	ENST00000254898.6
OG0007124	rna10043	ENST00000318528.7
OG0007125	rna10042	ENST00000520507.5
OG0007126	rna10041	ENST00000401707.6
OG0007127	rna10038	ENST00000430223.6
OG0007128	rna10037	ENST00000287042.4
OG0007129	rna10031	ENST00000457907.3
OG0007130	rna10024	ENST00000358544.6
OG0007131	rna10019	ENST00000428847.2
OG0007132	rna10017	ENST00000522439.1
OG0007133	rna10011	ENST00000251809.4
OG0007134	rna10009	ENST00000519449.5
OG0007135	rna9993	ENST00000311812.6
OG0007136	rna9982	ENST00000520984.5
OG0007137	rna9962	ENST00000520539.5
OG0007138	rna9961	ENST00000285402.3
OG0007139	rna9959	ENST00000285407.10
OG0007140	rna9952	ENST00000395862.7
OG0007141	rna9948	ENST00000297574.6
OG0007142	rna9946	ENST00000522566.5
OG0007143	rna9945	ENST00000330295.9
OG0007144	rna9944	ENST00000297578.8
OG0007145	rna9943	ENST00000616836.4
OG0007146	rna9938	ENST00000297581.2
OG0007147	rna9918	ENST00000407775.6
OG0007148	rna9908	ENST00000442977.6
OG0007149	rna9907	ENST00000311955.3
OG0007150	rna9901	ENST00000517746.5
OG0007151	rna9900	ENST00000276659.9
OG0007152	rna9892	ENST00000220853.7
OG0007153	rna9888	ENST00000297459.3
OG0007154	rna9883	ENST00000518632.1
OG0007155	rna9880	ENST00000239690.8
OG0007156	rna9876	ENST00000378402.9
OG0007157	rna9872	ENST00000424158.6
OG0007158	rna9868	ENST00000524391.5
OG0007159	rna9847	ENST00000395715.7
OG0007160	rna9841	ENST00000297338.6
OG0007161	rna9839	ENST00000456015.6
OG0007162	rna9836	ENST00000297347.7
OG0007163	rna9835	ENST00000378204.6
OG0007164	rna9831	ENST00000314727.8
OG0007165	rna9823	ENST00000297350.8
OG0007166	rna9819	ENST00000259526.3
OG0007167	rna9810	ENST00000378164.6
OG0007168	rna9809	ENST00000313655.4
OG0007169	rna9806	ENST00000286234.5
OG0007170	rna9799	ENST00000297848.7
OG0007171	rna9780	ENST00000259512.8
OG0007172	rna9775	ENST00000287380.5
OG0007173	rna9770	ENST00000518448.5
OG0007174	rna9755	ENST00000297857.3
OG0007175	rna9752	ENST00000287394.9
OG0007176	rna9748	ENST00000287387.6
OG0007177	rna9747	ENST00000517956.5
OG0007178	rna9744	ENST00000325995.7
OG0007179	rna9743	ENST00000262219.10
OG0007180	rna9742	ENST00000334705.11
OG0007181	rna9739	ENST00000297632.7
OG0007182	rna9735	ENST00000328599.4
OG0007183	rna9733	ENST00000303545.3
OG0007184	rna9726	ENST00000522810.5
OG0007185	rna9714	ENST00000325064.9
OG0007186	rna9711	ENST00000265896.9
OG0007187	rna9709	ENST00000318410.11
OG0007188	rna9705	ENST00000287437.7
OG0007189	rna9703	ENST00000311922.3
OG0007190	rna9685	ENST00000621592.5
OG0007191	rna9669	ENST00000276708.8
OG0007192	rna9658	ENST00000518721.5
OG0007193	rna9645	ENST00000388996.9
OG0007194	rna9643	ENST00000618342.1
OG0007195	rna9638	ENST00000523829.5
OG0007196	rna9636	ENST00000622263.4
OG0007197	rna9633	ENST00000220616.8
OG0007198	rna9619	ENST00000377838.7
OG0007199	rna9611	ENST00000395297.5
OG0007200	rna9609	ENST00000522317.5
OG0007201	rna52527	ENST00000389328.8
OG0007202	rna52524	ENST00000220913.9
OG0007203	rna52516	ENST00000517887.5
OG0007204	rna51795	ENST00000519811.5
OG0007205	rna51796	ENST00000517878.5
OG0007206	rna51802	ENST00000521578.5
OG0007207	rna51804	ENST00000430863.5
OG0007208	rna51812	ENST00000307180.4
OG0007209	rna51821	ENST00000356613.3
OG0007210	rna51822	ENST00000614134.1
OG0007211	rna51826	ENST00000246515.1
OG0007212	rna51413	ENST00000262577.5
OG0007213	rna51411	ENST00000533063.5
OG0007214	rna51406	ENST00000398882.7
OG0007215	rna51403	ENST00000340490.7
OG0007216	rna51401	ENST00000532741.5
OG0007217	rna51395	ENST00000220966.10
OG0007218	rna51392	ENST00000529064.5
OG0007219	rna51388	ENST00000501748.3
OG0007220	rna51382	ENST00000338033.8
OG0007221	rna51380	ENST00000388913.3
OG0007222	rna51377	ENST00000527139.6
OG0007223	rna51372	ENST00000356994.6
OG0007224	rna51357	ENST00000377470.7
OG0007225	rna51354	ENST00000618853.4
OG0007226	rna51353	ENST00000527954.1
OG0007227	rna51351	ENST00000355091.8
OG0007228	rna51343	ENST00000398712.6
OG0007229	rna51340	ENST00000534585.5
OG0007230	rna51339	ENST00000323662.8
OG0007231	rna51338	ENST00000347708.4
OG0007232	rna51324	ENST00000528919.5
OG0007233	rna51319	ENST00000528838.5
OG0007234	rna51314	ENST00000528718.5
OG0007235	rna51312	ENST00000565365.1
OG0007236	rna51298	ENST00000616140.1
OG0007237	rna51296	ENST00000301305.7
OG0007238	rna51292	ENST00000377348.6
OG0007239	rna51291	ENST00000409379.7
OG0007240	rna51290	ENST00000530374.5
OG0007241	rna51288	ENST00000301332.2
OG0007242	rna51285	ENST00000377317.4
OG0007243	rna51279	ENST00000292539.8
OG0007244	rna51276	ENST00000301327.4
OG0007245	rna51269	ENST00000529022.5
OG0007246	rna51266	ENST00000529415.6
OG0007247	rna51263	ENST00000377307.6
OG0007248	rna51232	ENST00000359971.3
OG0007249	rna51228	ENST00000343459.8
OG0007250	rna51221	ENST00000276816.8
OG0007251	rna51218	ENST00000331434.6
OG0007252	rna2583	ENST00000539664.2
OG0007253	rna43112	ENST00000600324.5
OG0007254	rna38480	ENST00000476993.1
OG0007255	rna48250	ENST00000398484.6
OG0007257	rna31844	ENST00000285599.7
OG0007258	rna7327	ENST00000398795.6
OG0007259	rna41062	ENST00000636446.1
OG0007260	rna42865	ENST00000588919.5
OG0007262	rna4733	ENST00000294954.11
OG0007263	rna35598	ENST00000614623.4
OG0007265	rna47260	ENST00000295682.4
OG0007266	rna23669	ENST00000244565.7
OG0007267	rna23668	ENST00000373161.5
OG0007268	rna23667	ENST00000244669.2
OG0007269	rna23663	ENST00000479950.5
OG0007271	rna23652	ENST00000426005.6
OG0007272	rna23650	ENST00000373113.7
OG0007273	rna23646	ENST00000483722.1
OG0007274	rna23644	ENST00000589614.5
OG0007275	rna23641	ENST00000373089.9
OG0007276	rna23638	ENST00000373060.5
OG0007277	rna23634	ENST00000373051.6
OG0007278	rna23633	ENST00000343317.10
OG0007279	rna23628	ENST00000259748.6
OG0007280	rna23626	ENST00000398884.7
OG0007281	rna23620	ENST00000265350.8
OG0007282	rna23618	ENST00000230340.8
OG0007283	rna23615	ENST00000372991.8
OG0007284	rna23603	ENST00000494547.5
OG0007285	rna23594	ENST00000541110.5
OG0007286	rna23584	ENST00000372876.1
OG0007287	rna23582	ENST00000614467.4
OG0007288	rna23578	ENST00000493763.5
OG0007289	rna23574	ENST00000372836.4
OG0007290	rna23573	ENST00000372808.3
OG0007291	rna23566	ENST00000244711.3
OG0007292	rna23564	ENST00000332245.9
OG0007293	rna23562	ENST00000388752.7
OG0007294	rna23561	ENST00000259708.7
OG0007295	rna23559	ENST00000481273.5
OG0007296	rna23558	ENST00000265354.5
OG0007297	rna23555	ENST00000509253.5
OG0007298	rna23553	ENST00000259750.8
OG0007299	rna23538	ENST00000372585.9
OG0007300	rna23536	ENST00000361428.2
OG0007301	rna23534	ENST00000372530.8
OG0007302	rna23532	ENST00000372488.7
OG0007303	rna23526	ENST00000372445.9
OG0007304	rna23525	ENST00000372441.1
OG0007305	rna23524	ENST00000506469.5
OG0007306	rna23523	ENST00000372389.7
OG0007307	rna23520	ENST00000265351.11
OG0007308	rna23514	ENST00000372236.8
OG0007309	rna23512	ENST00000307126.9
OG0007310	rna23511	ENST00000451025.6
OG0007311	rna23509	ENST00000372165.8
OG0007312	rna23508	ENST00000427312.1
OG0007313	rna23507	ENST00000611736.5
OG0007314	rna23502	ENST00000372014.4
OG0007315	rna23493	ENST00000393844.5
OG0007316	rna23488	ENST00000393812.3
OG0007317	rna23487	ENST00000275015.9
OG0007318	rna23485	ENST00000371505.4
OG0007319	rna23484	ENST00000244571.4
OG0007320	rna23480	ENST00000371477.3
OG0007321	rna23475	ENST00000371460.5
OG0007322	rna23467	ENST00000321037.4
OG0007323	rna23466	ENST00000371383.6
OG0007324	rna23464	ENST00000371374.5
OG0007325	rna23462	ENST00000275016.2
OG0007326	rna23458	ENST00000371347.9
OG0007327	rna23455	ENST00000316081.10
OG0007328	rna23450	ENST00000274793.11
OG0007329	rna23448	ENST00000611727.1
OG0007330	rna23444	ENST00000283296.11
OG0007331	rna23437	ENST00000371253.6
OG0007332	rna23436	ENST00000296861.2
OG0007333	rna23435	ENST00000359314.5
OG0007334	rna23433	ENST00000296862.5
OG0007335	rna23429	ENST00000371220.5
OG0007336	rna23426	ENST00000489301.6
OG0007337	rna23425	ENST00000339488.8
OG0007338	rna23414	ENST00000274813.3
OG0007339	rna23412	ENST00000335783.3
OG0007340	rna23410	ENST00000529246.3
OG0007341	rna23408	ENST00000229810.9
OG0007342	rna23404	ENST00000335847.8
OG0007343	rna23400	ENST00000371148.2
OG0007344	rna23395	ENST00000008391.3
OG0007345	rna23392	ENST00000393655.3
OG0007346	rna23380	ENST00000371117.7
OG0007347	rna23377	ENST00000340057.1
OG0007348	rna23376	ENST00000336123.4
OG0007349	rna23374	ENST00000596288.5
OG0007350	rna23368	ENST00000637353.1
OG0007351	rna23365	ENST00000182527.3
OG0007352	rna23360	ENST00000211314.4
OG0007353	rna23351	ENST00000370963.8
OG0007354	rna23349	ENST00000350082.9
OG0007355	rna23343	ENST00000244426.10
OG0007356	rna23341	ENST00000259803.7
OG0007357	rna23337	ENST00000370918.8
OG0007358	rna23335	ENST00000229416.10
OG0007359	rna23333	ENST00000370905.3
OG0007360	rna23332	ENST00000370888.5
OG0007361	rna23323	ENST00000259782.8
OG0007362	rna23315	ENST00000306858.7
OG0007363	rna23296	ENST00000244728.9
OG0007364	rna23272	ENST00000370746.7
OG0007365	rna23268	ENST00000370706.8
OG0007366	rna23267	ENST00000370693.5
OG0007367	rna23265	ENST00000468148.5
OG0007368	rna23262	ENST00000615550.4
OG0007369	rna23259	ENST00000370657.8
OG0007370	rna23251	ENST00000262043.7
OG0007371	rna23247	ENST00000370621.7
OG0007372	rna23231	ENST00000370577.7
OG0007373	rna23220	ENST00000418814.6
OG0007374	rna23197	ENST00000370435.4
OG0007375	rna23183	ENST00000342056.6
OG0007377	rna23182	ENST00000370370.3
OG0007378	rna23180	ENST00000370359.5
OG0007379	rna23177	ENST00000370315.3
OG0007380	rna23174	ENST00000415954.6
OG0007381	rna23164	ENST00000355773.5
OG0007382	rna23156	ENST00000322507.12
OG0007383	rna23155	ENST00000370081.6
OG0007384	rna23153	ENST00000237172.11
OG0007385	rna23150	ENST00000447266.6
OG0007386	rna23138	ENST00000369981.7
OG0007387	rna23131	ENST00000369950.7
OG0007388	rna23130	ENST00000369947.4
OG0007389	rna23119	ENST00000369940.6
OG0007390	rna23101	ENST00000369838.5
OG0007391	rna23099	ENST00000369816.4
OG0007392	rna23098	ENST00000369798.6
OG0007393	rna23085	ENST00000356489.9
OG0007394	rna23072	ENST00000369756.3
OG0007395	rna23067	ENST00000306270.11
OG0007396	rna23065	ENST00000535040.4
OG0007397	rna23061	ENST00000369747.7
OG0007398	rna23054	ENST00000506587.5
OG0007399	rna23053	ENST00000369724.4
OG0007400	rna23047	ENST00000369694.6
OG0007401	rna23046	ENST00000369689.5
OG0007402	rna23041	ENST00000369681.9
OG0007403	rna23038	ENST00000257776.4
OG0007404	rna23036	ENST00000403245.7
OG0007405	rna23034	ENST00000369663.9
OG0007406	rna23022	ENST00000257770.7
OG0007407	rna23018	ENST00000314673.7
OG0007408	rna16286	ENST00000528157.5
OG0007409	rna24845	ENST00000377147.2
OG0007410	rna42797	ENST00000327790.7
OG0007411	rna42799	ENST00000264819.6
OG0007412	rna42803	ENST00000342640.8
OG0007413	rna42804	ENST00000332235.7
OG0007414	rna42807	ENST00000315489.4
OG0007415	rna42808	ENST00000613880.4
OG0007416	rna42809	ENST00000359315.6
OG0007417	rna42811	ENST00000333511.7
OG0007418	rna42814	ENST00000588649.6
OG0007419	rna42820	ENST00000292363.9
OG0007420	rna42824	ENST00000166139.8
OG0007421	rna42826	ENST00000613411.4
OG0007422	rna42827	ENST00000338448.9
OG0007423	rna42830	ENST00000215582.7
OG0007424	rna42837	ENST00000589119.5
OG0007425	rna42843	ENST00000361574.9
OG0007426	rna42845	ENST00000234371.9
OG0007427	rna42847	ENST00000263620.7
OG0007428	rna42853	ENST00000585809.5
OG0007429	rna42855	ENST00000356663.7
OG0007430	rna42857	ENST00000562958.6
OG0007431	rna42860	ENST00000590214.5
OG0007432	rna42861	ENST00000586746.5
OG0007433	rna42866	ENST00000361757.7
OG0007434	rna42868	ENST00000326873.11
OG0007435	rna42878	ENST00000395633.5
OG0007436	rna42879	ENST00000300952.6
OG0007437	rna42892	ENST00000415183.6
OG0007438	rna42899	ENST00000447102.8
OG0007439	rna42905	ENST00000233078.8
OG0007440	rna42907	ENST00000233607.6
OG0007441	rna42908	ENST00000588871.5
OG0007442	rna42924	ENST00000330475.8
OG0007443	rna42931	ENST00000434436.7
OG0007444	rna42940	ENST00000453954.6
OG0007445	rna42955	ENST00000310127.10
OG0007446	rna42957	ENST00000170168.8
OG0007447	rna42960	ENST00000316097.12
OG0007448	rna42975	ENST00000355272.10
OG0007449	rna42977	ENST00000398665.7
OG0007450	rna42982	ENST00000587394.6
OG0007451	rna42983	ENST00000221494.9
OG0007452	rna42990	ENST00000252622.14
OG0007453	rna42991	ENST00000613503.4
OG0007454	rna42994	ENST00000332578.7
OG0007455	rna43000	ENST00000382159.7
OG0007456	rna43006	ENST00000323469.4
OG0007457	rna43038	ENST00000246112.8
OG0007458	rna43047	ENST00000262958.3
OG0007459	rna43049	ENST00000246117.8
OG0007460	rna43051	ENST00000292672.6
OG0007461	rna43053	ENST00000443272.2
OG0007462	rna43058	ENST00000250937.7
OG0007463	rna43069	ENST00000329493.5
OG0007464	rna43070	ENST00000355415.6
OG0007465	rna43076	ENST00000429344.6
OG0007466	rna43083	ENST00000587686.1
OG0007467	rna43084	ENST00000316757.3
OG0007468	rna43085	ENST00000330133.4
OG0007469	rna43087	ENST00000619596.4
OG0007470	rna43089	ENST00000262961.8
OG0007471	rna43095	ENST00000262971.2
OG0007472	rna43098	ENST00000078445.6
OG0007473	rna43100	ENST00000337491.6
OG0007474	rna43103	ENST00000262970.9
OG0007475	rna43104	ENST00000221847.5
OG0007476	rna43106	ENST00000543264.6
OG0007477	rna43108	ENST00000301272.6
OG0007478	rna43115	ENST00000596722.5
OG0007479	rna43109	ENST00000221856.10
OG0007480	rna43119	ENST00000301280.9
OG0007481	rna43120	ENST00000301281.10
OG0007482	rna43124	ENST00000616600.4
OG0007483	rna43125	ENST00000633942.1
OG0007484	rna43126	ENST00000381848.7
OG0007485	rna43131	ENST00000306390.6
OG0007486	rna43133	ENST00000586582.5
OG0007487	rna43135	ENST00000599630.1
OG0007488	rna43143	ENST00000269856.4
OG0007489	rna43144	ENST00000248244.5
OG0007490	rna43148	ENST00000221957.8
OG0007491	rna43154	ENST00000381781.2
OG0007492	rna43157	ENST00000620565.4
OG0007493	rna43159	ENST00000611640.4
OG0007494	rna43171	ENST00000222033.5
OG0007495	rna43176	ENST00000587950.5
OG0007496	rna43187	ENST00000360614.7
OG0007497	rna43188	ENST00000381624.3
OG0007498	rna43190	ENST00000419421.2
OG0007499	rna54188, rna54194	ENST00000303212.2
OG0007500	rna43199	ENST00000340578.10
OG0007501	rna43205	ENST00000303657.9
OG0007502	rna43209	ENST00000252674.8
OG0007503	rna43211	ENST00000301452.4
OG0007504	rna43213	ENST00000245816.8
OG0007505	rna43214	ENST00000245812.7
OG0007506	rna43216	ENST00000394456.9
OG0007507	rna43220	ENST00000398148.7
