Orthogroup	homSap.longCDS.prots	ursArc.longCDS.prots
OG0006534	ENST00000366663.9	rna19860
OG0006535	ENST00000366669.8	rna19868
OG0006536	ENST00000258243.6	rna19878
OG0006537	ENST00000366676.5	rna19882
OG0006538	ENST00000344517.4	rna19886
OG0006539	ENST00000284617.6	rna19889
OG0006540	ENST00000366691.3	rna19900
OG0006541	ENST00000373935.3	rna19904
OG0006542	ENST00000333926.5	rna19906
OG0006543	ENST00000487519.5	rna19910
OG0006544	ENST00000614220.4	rna19921
OG0006545	ENST00000395348.7	rna19922
OG0006546	ENST00000263102.6	rna19939
OG0006547	ENST00000280772.6	rna19942
OG0006548	ENST00000395284.7	rna19950
OG0006549	ENST00000503886.5	rna19972
OG0006550	ENST00000279873.11	rna19976
OG0006551	ENST00000373789.7	rna19980
OG0006552	ENST00000410046.7	rna19982
OG0006553	ENST00000373783.2	rna19988
OG0006554	ENST00000242480.3	rna19990
OG0006555	ENST00000277746.10	rna19992
OG0006556	ENST00000399262.6	rna19994
OG0006557	ENST00000373758.4	rna20000
OG0006558	ENST00000361320.4	rna20003
OG0006559	ENST00000483798.6	rna20007
OG0006560	ENST00000212015.10	rna20010
OG0006561	ENST00000395198.7	rna20014
OG0006562	ENST00000540630.5	rna20017
OG0006563	ENST00000373673.4	rna20018
OG0006564	ENST00000358769.6	rna20019
OG0006565	ENST00000265866.11	rna20020
OG0006566	ENST00000388768.6	rna20029
OG0006567	ENST00000609923.5	rna20033
OG0006568	ENST00000373644.4	rna20035
OG0006569	ENST00000265872.10	rna20038
OG0006570	ENST00000298596.10	rna20045
OG0006571	ENST00000373585.7	rna20046
OG0006572	ENST00000373382.5	rna20055
OG0006573	ENST00000359655.8	rna20057
OG0006574	ENST00000373306.4	rna20060
OG0006575	ENST00000242462.4	rna20063
OG0006576	ENST00000373279.5	rna20064
OG0006577	ENST00000373255.8	rna20078
OG0006578	ENST00000373248.5	rna20079
OG0006579	ENST00000277942.6	rna20087
OG0006580	ENST00000373218.4	rna20109
OG0006581	ENST00000287139.7	rna20110
OG0006582	ENST00000263563.6	rna20111
OG0006583	ENST00000299299.3	rna20116
OG0006584	ENST00000373189.5	rna20125
OG0006585	ENST00000224721.10	rna20127
OG0006586	ENST00000441508.3	rna20128
OG0006587	ENST00000394957.7	rna20129
OG0006588	ENST00000373115.4	rna20133
OG0006589	ENST00000342444.8	rna20140
OG0006590	ENST00000621663.4	rna20144
OG0006591	ENST00000307365.3	rna20146
OG0006592	ENST00000394903.6	rna20148
OG0006593	ENST00000373053.7	rna20154
OG0006594	ENST00000334011.9	rna20156
OG0006595	ENST00000373032.3	rna20160
OG0006596	ENST00000357321.8	rna20166
OG0006597	ENST00000430082.6	rna20172
OG0006598	ENST00000242505.10	rna20176
OG0006599	ENST00000372950.4	rna20179
OG0006600	ENST00000372945.7	rna20181
OG0006601	ENST00000310715.7	rna20186
OG0006602	ENST00000372919.8	rna20189
OG0006603	ENST00000299432.6	rna20191
OG0006604	ENST00000339859.8	rna20205
OG0006605	ENST00000359322.4	rna20208
OG0006606	ENST00000394810.2	rna20209
OG0006607	ENST00000345254.8	rna20210
OG0006608	ENST00000372841.7	rna20213
OG0006609	ENST00000372833.5	rna20214
OG0006610	ENST00000398706.6	rna20215
OG0006611	ENST00000372764.3	rna20221
OG0006612	ENST00000286621.6	rna20228
OG0006613	ENST00000338487.5	rna20242
OG0006614	ENST00000478873.6	rna20244
OG0006615	ENST00000372690.7	rna20247
OG0006616	ENST00000372538.7	rna20252
OG0006617	ENST00000611255.4	rna20257
OG0006618	ENST00000404771.8	rna20268
OG0006619	ENST00000372391.6	rna20272
OG0006620	ENST00000372371.7	rna20275
OG0006621	ENST00000334512.9	rna20284
OG0006622	ENST00000225174.7	rna20293
OG0006623	ENST00000372336.3	rna20294
OG0006624	ENST00000372231.7	rna20296
OG0006625	ENST00000372263.3	rna20302
OG0006626	ENST00000372273.7	rna20304
OG0006627	ENST00000372292.7	rna20305
OG0006628	ENST00000373968.3	rna20306
OG0006629	ENST00000372204.7	rna20309
OG0006630	ENST00000372198.5	rna20310
OG0006631	ENST00000372188.5	rna20317
OG0006632	ENST00000429989.7	rna20318
OG0006633	ENST00000404547.5	rna20323
OG0006634	ENST00000623527.3	rna20331
OG0006635	ENST00000538192.4	rna20332
OG0006636	ENST00000372105.3	rna20333
OG0006637	ENST00000359452.8	rna20335
OG0006638	ENST00000372088.6	rna20336
OG0006639	ENST00000298767.9	rna20361
OG0006640	ENST00000429277.6	rna20364
OG0006641	ENST00000638429.1	rna20372
OG0006642	ENST00000372017.3	rna20378
OG0006643	ENST00000298786.4	rna20387
OG0006644	ENST00000374317.1	rna20403
OG0006645	ENST00000585316.2	rna43551
OG0006646	ENST00000581492.2	rna43554
OG0006647	ENST00000580279.1	rna43555
OG0006648	ENST00000325239.11	rna43571
OG0006649	ENST00000332853.8	rna43578
OG0006650	ENST00000311787.5	rna43582
OG0006651	ENST00000374144.7	rna43587
OG0006652	ENST00000374139.6	rna43588
OG0006653	ENST00000355832.9	rna43589
OG0006654	ENST00000337653.6	rna43594
OG0006655	ENST00000368732.5	rna47442
OG0006656	ENST00000496817.5	rna47438
OG0006657	ENST00000368718.5	rna47437
OG0006658	ENST00000368715.5	rna47435
OG0006659	ENST00000368708.7	rna47427
OG0006660	ENST00000368704.5	rna47419
OG0006661	ENST00000374112.7	rna43595
OG0006662	ENST00000402038.7	rna43599
OG0006663	ENST00000578454.5	rna43605
OG0006664	ENST00000453424.6	rna43615
OG0006665	ENST00000374391.6	rna43621
OG0006666	ENST00000536058.1	rna43622
OG0006667	ENST00000340258.9	rna43633
OG0006668	ENST00000298295.3	rna43634
OG0006669	ENST00000389583.4	rna43637
OG0006670	ENST00000361807.7	rna43651
OG0006671	ENST00000374459.5	rna43666
OG0006672	ENST00000374466.3	rna43669
OG0006673	ENST00000374518.5	rna43677
OG0006674	ENST00000371790.4	rna43686
OG0006675	ENST00000371728.7	rna43693
OG0006676	ENST00000413330.5	rna43699
OG0006677	ENST00000614189.4	rna43703
OG0006678	ENST00000238994.5	rna43707
OG0006679	ENST00000265990.10	rna43713
OG0006680	ENST00000358935.2	rna43720
OG0006681	ENST00000265986.10	rna43721
OG0006682	ENST00000260731.4	rna43724
OG0006683	ENST00000282728.9	rna43725
OG0006684	ENST00000224356.4	rna43733
OG0006685	ENST00000371485.7	rna43739
OG0006686	ENST00000371483.8	rna43740
OG0006687	ENST00000371464.7	rna43741
OG0006688	ENST00000359204.4	rna43751
OG0006689	ENST00000371418.8	rna43753
OG0006690	ENST00000371380.7	rna43755
OG0006691	ENST00000371361.3	rna43759
OG0006692	ENST00000394036.5	rna43769
OG0006693	ENST00000329399.6	rna7716
OG0006694	ENST00000607232.5	rna7728
OG0006695	ENST00000371224.6	rna7733
OG0006696	ENST00000265993.13	rna7735
OG0006697	ENST00000371207.8, ENST00000491114.1	rna7740
OG0006698	ENST00000465148.2	rna7742
OG0006699	ENST00000316045.9	rna7748
OG0006700	ENST00000224337.9	rna7758
OG0006701	ENST00000371174.4	rna7766
OG0006702	ENST00000371172.7	rna7769
OG0006703	ENST00000371142.8	rna7771
OG0006704	ENST00000421806.2	rna7775
OG0006705	ENST00000536831.5	rna7785
OG0006706	ENST00000370902.7	rna7787
OG0006707	ENST00000393760.5	rna7789
OG0006708	ENST00000438925.6	rna7792
OG0006709	ENST00000370664.3	rna7796
OG0006710	ENST00000307518.9	rna7798
OG0006711	ENST00000370646.8	rna7800
OG0006712	ENST00000370640.4	rna7801
OG0006713	ENST00000307450.10	rna7804
OG0006714	ENST00000370626.3	rna7815
OG0006715	ENST00000423811.3	rna7819
OG0006716	ENST00000266066.3	rna7821
OG0006717	ENST00000370597.7	rna7824
OG0006718	ENST00000612478.4	rna7825
OG0006719	ENST00000260702.3	rna7832
OG0006720	ENST00000370575.4	rna7839
OG0006721	ENST00000361490.8	rna7841
OG0006722	ENST00000370552.7	rna7853
OG0006723	ENST00000356713.4	rna7855
OG0006724	ENST00000370495.5	rna7858
OG0006725	ENST00000370489.4	rna7860
OG0006726	ENST00000016171.5	rna7863
OG0006727	ENST00000370476.9	rna7865
OG0006728	ENST00000370449.8	rna7866
OG0006729	ENST00000324109.8	rna7868
OG0006730	ENST00000370418.7	rna7872
OG0006731	ENST00000370397.7	rna7877
OG0006732	ENST00000354105.8	rna7878
OG0006733	ENST00000370372.6	rna7882
OG0006734	ENST00000318222.3	rna7884
OG0006735	ENST00000370355.2	rna7886
OG0006736	ENST00000343737.5	rna7887
OG0006737	ENST00000370345.7	rna7892
OG0006738	ENST00000299163.6	rna7903
OG0006739	ENST00000428433.5	rna7907
OG0006740	ENST00000370269.3	rna7915
OG0006741	ENST00000210633.3	rna7917
OG0006742	ENST00000370242.8	rna7920
OG0006743	ENST00000311916.6	rna7922
OG0006744	ENST00000370223.7	rna7925
OG0006745	ENST00000619208.4	rna7928
OG0006746	ENST00000370200.5	rna7933
OG0006747	ENST00000370196.10	rna7937
OG0006748	ENST00000370193.3	rna7938
OG0006749	ENST00000370169.5	rna7946
OG0006750	ENST00000370151.8	rna7951
OG0006751	ENST00000331272.7	rna7953
OG0006752	ENST00000370110.5	rna7958
OG0006753	ENST00000361464.7	rna7959
OG0006754	ENST00000370033.8	rna7973
OG0006755	ENST00000299238.6	rna7976
OG0006756	ENST00000278070.6	rna7980
OG0006757	ENST00000405356.5	rna7985
OG0006758	ENST00000370005.3	rna7986
OG0006759	ENST00000369983.3	rna7988
OG0006760	ENST00000369966.7	rna7994
OG0006761	ENST00000406432.5	rna7998
OG0006762	ENST00000224862.7	rna8000
OG0006763	ENST00000369937.4	rna8001
OG0006764	ENST00000238936.8	rna8003
OG0006765	ENST00000369902.7	rna8010
OG0006766	ENST00000302424.11	rna8016
OG0006767	ENST00000260746.5	rna8017
OG0006768	ENST00000369893.9	rna8018
OG0006769	ENST00000448841.5	rna8024
OG0006770	ENST00000639393.1	rna8026
OG0006771	ENST00000369880.7	rna8029
OG0006772	ENST00000404739.7	rna8035
OG0006773	ENST00000369847.3	rna8042
OG0006774	ENST00000369839.3	rna8045
OG0006775	ENST00000369825.5	rna8046
OG0006776	ENST00000369797.7	rna8048
OG0006777	ENST00000369788.7	rna8052
OG0006778	ENST00000329905.5	rna8055
OG0006779	ENST00000369783.4	rna8056
OG0006780	ENST00000369780.8	rna8058
OG0006781	ENST00000369774.8	rna8061
OG0006782	ENST00000224950.7	rna8063
OG0006783	ENST00000369755.3	rna8066
OG0006784	ENST00000353479.9	rna8068
OG0006785	ENST00000369727.3	rna8069
OG0006786	ENST00000357060.7	rna8074
OG0006787	ENST00000369713.9	rna8076
OG0006788	ENST00000338595.6	rna8078
OG0006789	ENST00000278071.6	rna8080
OG0006790	ENST00000369704.7	rna8081
OG0006791	ENST00000502935.5	rna8095
OG0006792	ENST00000356080.8	rna8099
OG0006793	ENST00000332674.9	rna8110
OG0006794	ENST00000369603.9	rna8112
OG0006795	ENST00000369583.3	rna8118
OG0006796	ENST00000361804.4	rna8119
OG0006797	ENST00000369519.3	rna8120
OG0006798	ENST00000280154.11	rna8122
OG0006799	ENST00000369452.8	rna8131
OG0006800	ENST00000280155.3	rna8134
OG0006801	ENST00000348367.8	rna8138
OG0006802	ENST00000369422.3	rna8144
OG0006803	ENST00000369405.7	rna8148
OG0006804	ENST00000393077.2	rna8154
OG0006805	ENST00000355995.8	rna8166
OG0006806	ENST00000351270.3	rna8198
OG0006807	ENST00000369321.6	rna8200
OG0006808	ENST00000369310.7	rna8201
OG0006809	ENST00000361384.6	rna8203
OG0006810	ENST00000369301.3	rna8206
OG0006811	ENST00000369287.7	rna8210
OG0006812	ENST00000251864.6	rna8211
OG0006813	ENST00000304129.8	rna8214
OG0006814	ENST00000369248.8	rna8232
OG0006815	ENST00000298746.4	rna8234
OG0006816	ENST00000355422.10	rna8240
OG0006817	ENST00000333254.3	rna8242
OG0006818	ENST00000369230.3	rna8243
OG0006819	ENST00000588184.1	rna8248
OG0006820	ENST00000622726.4	rna8255
OG0006821	ENST00000355371.8	rna8258
OG0006822	ENST00000334549.1	rna8262
OG0006823	ENST00000553456.4	rna8267
OG0006824	ENST00000369199.4	rna8277
OG0006825	ENST00000369183.8	rna8282
OG0006826	ENST00000239032.3	rna8285
OG0006827	ENST00000369151.7	rna8286
OG0006828	ENST00000369144.7	rna8289
OG0006829	ENST00000361432.2	rna8293
OG0006830	ENST00000355697.6	rna8295
OG0006831	ENST00000298510.3	rna8297
OG0006832	ENST00000369103.2	rna8300
OG0006833	ENST00000369085.7	rna8310
OG0006834	ENST00000361976.6	rna8313
OG0006835	ENST00000360003.7	rna8322
OG0006836	ENST00000369075.7	rna8323
OG0006837	ENST00000263461.10	rna8330
OG0006838	ENST00000224652.10	rna8360
OG0006839	ENST00000369023.7	rna8367
OG0006840	ENST00000260723.4	rna8373
OG0006841	ENST00000368990.7	rna8377
OG0006842	ENST00000338354.7	rna8384
OG0006843	ENST00000406217.6	rna8387
OG0006844	ENST00000368886.9	rna8389
OG0006845	ENST00000358776.6	rna8392
OG0006846	ENST00000368865.8	rna8395
OG0006847	ENST00000435907.5	rna8400
OG0006848	ENST00000368845.5	rna8408
OG0006849	ENST00000368842.9	rna8412
OG0006850	ENST00000337318.7	rna8415
OG0006851	ENST00000298492.5	rna8422
OG0006852	ENST00000359653.4	rna8424
OG0006853	ENST00000399640.3	rna9623
OG0006854	ENST00000250160.10	rna9630
OG0006855	ENST00000368821.3	rna8429
OG0006856	ENST00000356792.8	rna8431
OG0006857	ENST00000368808.3	rna8432
OG0006858	ENST00000368797.8	rna8433
OG0006859	ENST00000368759.5	rna8444
OG0006860	ENST00000284690.3	rna8445
OG0006861	ENST00000368693.5	rna8449
OG0006862	ENST00000522781.5	rna8463
OG0006863	ENST00000368671.3	rna8466
OG0006864	ENST00000306010.7	rna8478
OG0006865	ENST00000331244.9	rna8496
OG0006866	ENST00000368636.8	rna8510
OG0006867	ENST00000305233.5	rna8545
OG0006868	ENST00000368594.7	rna8551
OG0006869	ENST00000368586.9	rna8557
OG0006870	ENST00000289013.10	rna51416
OG0006871	ENST00000330143.7	rna51417
OG0006872	ENST00000622500.1	rna51430
OG0006873	ENST00000342752.8	rna51432
OG0006874	ENST00000259870.3	rna28255
OG0006875	ENST00000376288.2	rna28254
OG0006876	ENST00000259845.4	rna28253
OG0006877	ENST00000396268.7	rna28252
OG0006878	ENST00000376257.7	rna28244
OG0006879	ENST00000443868.6	rna28240
OG0006880	ENST00000230036.1	rna28237
OG0006881	ENST00000348925.2	rna28235
OG0006882	ENST00000378214.7	rna28234
OG0006883	ENST00000378198.8	rna28233
OG0006884	ENST00000230048.4	rna28232
OG0006885	ENST00000607359.5	rna8562
OG0006886	ENST00000304613.7	rna8563
OG0006887	ENST00000325980.9	rna8565
OG0006888	ENST00000543663.5	rna8589
OG0006889	ENST00000252939.8	rna8595
OG0006890	ENST00000433452.5	rna8597
OG0006891	ENST00000278025.8	rna8599
OG0006892	ENST00000368547.3	rna8605
OG0006893	ENST00000278060.9	rna8607
OG0006895	ENST00000463117.6	rna8615
OG0006897	ENST00000478296.5	rna8620
OG0006898	ENST00000343131.5	rna8621
OG0006900	ENST00000388988.8	rna27428
OG0006901	ENST00000558311.5	rna27422
OG0006902	ENST00000258873.8	rna27420
OG0006903	ENST00000299518.6	rna27419
OG0006904	ENST00000328828.5	rna27409
OG0006905	ENST00000300584.7	rna27408
OG0006906	ENST00000421388.3	rna27401
OG0006907	ENST00000299705.9	rna27399
OG0006908	ENST00000305428.7	rna27398
OG0006909	ENST00000267953.3	rna27392
OG0006910	ENST00000613266.4	rna27386
OG0006911	ENST00000303329.8	rna27354
OG0006912	ENST00000619987.4	rna27341
OG0006913	ENST00000286732.4	rna27337
OG0006914	ENST00000302824.6	rna27329
OG0006915	ENST00000558726.5	rna27327
OG0006916	ENST00000268206.11	rna27321
OG0006917	ENST00000339465.5	rna27320
OG0006918	ENST00000345382.6	rna27314
OG0006919	ENST00000322019.13	rna27309
OG0006920	ENST00000304191.3	rna27298
OG0006921	ENST00000304231.12	rna27297
OG0006922	ENST00000334574.12	rna27291
OG0006923	ENST00000258888.5	rna27260
OG0006924	ENST00000560079.6	rna27259
OG0006925	ENST00000394588.3	rna27253
OG0006926	ENST00000434634.6	rna27251
OG0006927	ENST00000448803.6	rna27243
OG0006928	ENST00000268184.10	rna27239
OG0006929	ENST00000328850.7	rna27233
OG0006930	ENST00000394272.7	rna27230
OG0006931	ENST00000394258.6	rna27225
OG0006932	ENST00000394249.7	rna27219
OG0006933	ENST00000558017.5	rna27214
OG0006934	ENST00000612800.1	rna27213
OG0006935	ENST00000332496.10	rna27211
OG0006936	ENST00000268154.8	rna27204
OG0006937	ENST00000341735.3	rna27197
OG0006938	ENST00000268130.11	rna27189
OG0006939	ENST00000300056.7	rna27187
OG0006940	ENST00000300055.9	rna27183
OG0006941	ENST00000394412.7	rna27181
OG0006942	ENST00000268138.11	rna27179
OG0006943	ENST00000268122.8	rna27175
OG0006944	ENST00000268124.9	rna27172
OG0006945	ENST00000310775.11	rna27170
OG0006946	ENST00000439576.6	rna27159
OG0006947	ENST00000560741.5	rna27156
OG0006948	ENST00000332810.3	rna27155
OG0006949	ENST00000444300.1	rna27154
OG0006950	ENST00000325844.8	rna27153
OG0006951	ENST00000312475.4	rna27152
OG0006952	ENST00000626019.2	rna27149
OG0006953	ENST00000268164.7	rna27127
OG0006954	ENST00000557301.2	rna27115
OG0006955	ENST00000268042.6	rna27074
OG0006956	ENST00000637120.1	rna27064
OG0006957	ENST00000336292.10	rna27062
OG0006958	ENST00000394132.6	rna27060
OG0006959	ENST00000301981.7	rna27059
OG0006960	ENST00000557942.5	rna27047
OG0006961	ENST00000344791.6	rna27042
OG0006962	ENST00000284382.8	rna27039
OG0006963	ENST00000314742.12	rna27036
OG0006964	ENST00000332783.11	rna27035
OG0006965	ENST00000528346.1	rna27023
OG0006966	ENST00000254193.10	rna27022
OG0006967	ENST00000333202.7	rna27017
OG0006968	ENST00000356107.10	rna27012
OG0006969	ENST00000261275.4	rna27006
OG0006970	ENST00000332303.5	rna27007
OG0006971	ENST00000244217.5	rna27001
OG0006972	ENST00000244230.6	rna27000
OG0006973	ENST00000362065.8	rna26997
OG0006974	ENST00000435680.5	rna26996
OG0006975	ENST00000532292.2	rna26987
OG0006976	ENST00000331837.5	rna26986
OG0006977	ENST00000397954.6	rna26934
OG0006978	ENST00000354638.7	rna26919
OG0006979	ENST00000261609.11	rna26915
OG0006980	ENST00000337435.8	rna26913
OG0006981	ENST00000398014.6	rna26909
OG0006982	ENST00000614508.4	rna51999
OG0006983	ENST00000388942.7	rna51988
OG0006984	ENST00000563290.5	rna51980, rna51983
OG0006985	ENST00000559785.5	rna40329
OG0006986	ENST00000560626.6	rna40317
OG0006987	ENST00000336216.8	rna40312
OG0006988	ENST00000355300.6	rna40305
OG0006989	ENST00000332145.2	rna40302
OG0006990	ENST00000308508.5	rna40301
OG0006991	ENST00000308527.5	rna40300
OG0006992	ENST00000314852.2	rna40299
OG0006993	ENST00000567134.5	rna40294
OG0006994	ENST00000618819.4	rna40293
OG0006995	ENST00000394947.7	rna40292
OG0006996	ENST00000565683.5	rna40290
OG0006997	ENST00000355059.8	rna40283
OG0006998	ENST00000568301.1	rna40281
OG0006999	ENST00000360639.6	rna40277
OG0007000	ENST00000342932.7	rna40272
OG0007001	ENST00000322177.5	rna40268
OG0007002	ENST00000568783.5	rna40267
OG0007003	ENST00000357635.9	rna40264
OG0007004	ENST00000352410.8	rna40259
OG0007005	ENST00000268099.13	rna40257
OG0007006	ENST00000568667.5	rna40255
OG0007007	ENST00000395018.5	rna40252
OG0007008	ENST00000309664.9	rna40251
OG0007009	ENST00000220003.13	rna40248
OG0007010	ENST00000622429.1	rna40240
OG0007011	ENST00000567435.5	rna40238
OG0007012	ENST00000261918.8	rna40237
OG0007013	ENST00000268053.10	rna40236
OG0007014	ENST00000563965.5	rna40228
OG0007015	ENST00000249842.7	rna40227
OG0007016	ENST00000268058.7	rna40212
OG0007017	ENST00000617782.4	rna34343
OG0007018	ENST00000260129.5	rna34341
OG0007019	ENST00000311923.1	rna34333
OG0007020	ENST00000316981.7	rna34328
OG0007021	ENST00000303759.3	rna34327
OG0007022	ENST00000522671.1	rna34326
OG0007023	ENST00000314922.3	rna34325
OG0007024	ENST00000262644.8	rna34324
OG0007025	ENST00000361488.7	rna34318
OG0007026	ENST00000399598.6	rna34315
OG0007027	ENST00000427130.6	rna34310
OG0007028	ENST00000361421.1	rna34306
OG0007029	ENST00000317995.4	rna34301
OG0007030	ENST00000260118.6	rna34287
OG0007031	ENST00000260116.4	rna34286
OG0007032	ENST00000310193.3	rna34279
OG0007033	ENST00000276569.7	rna34277
OG0007034	ENST00000262146.8	rna34275
OG0007035	ENST00000401827.7	rna34272
OG0007036	ENST00000276570.9	rna34271
OG0007037	ENST00000276571.4	rna34262
OG0007038	ENST00000320270.3	rna34260
OG0007039	ENST00000396623.7	rna34259
OG0007040	ENST00000305454.7	rna34256
OG0007041	ENST00000522677.7	rna34254
OG0007042	ENST00000310421.4	rna34253
OG0007043	ENST00000422365.6	rna34246
OG0007044	ENST00000522909.5	rna34240
OG0007045	ENST00000357849.8	rna34238
OG0007046	ENST00000262210.9	rna34232
OG0007047	ENST00000518698.5	rna10406
OG0007048	ENST00000260126.8	rna10398
OG0007049	ENST00000276594.2	rna10397
OG0007050	ENST00000452400.6	rna10390
OG0007051	ENST00000408926.7	rna10382
OG0007052	ENST00000522447.5	rna10387
OG0007053	ENST00000262209.4	rna10375
OG0007054	ENST00000523207.1	rna10372
OG0007055	ENST00000276603.9	rna10369
OG0007056	ENST00000624510.3	rna10364
OG0007057	ENST00000524300.5	rna10354
